SK_Day;Day;Month;Year;All
19561209;09/12/1956;1956-12;1956;ALL
19561210;10/12/1956;1956-12;1956;ALL
19561211;11/12/1956;1956-12;1956;ALL
19561212;12/12/1956;1956-12;1956;ALL
19561213;13/12/1956;1956-12;1956;ALL
19561214;14/12/1956;1956-12;1956;ALL
19561215;15/12/1956;1956-12;1956;ALL
19561216;16/12/1956;1956-12;1956;ALL
19561217;17/12/1956;1956-12;1956;ALL
19561218;18/12/1956;1956-12;1956;ALL
19561219;19/12/1956;1956-12;1956;ALL
19561220;20/12/1956;1956-12;1956;ALL
19561221;21/12/1956;1956-12;1956;ALL
19561222;22/12/1956;1956-12;1956;ALL
19561223;23/12/1956;1956-12;1956;ALL
19561224;24/12/1956;1956-12;1956;ALL
19561225;25/12/1956;1956-12;1956;ALL
19561226;26/12/1956;1956-12;1956;ALL
19561227;27/12/1956;1956-12;1956;ALL
19561228;28/12/1956;1956-12;1956;ALL
19561229;29/12/1956;1956-12;1956;ALL
19561230;30/12/1956;1956-12;1956;ALL
19561231;31/12/1956;1956-12;1956;ALL
19570101;01/01/1957;1957-01;1957;ALL
19570102;02/01/1957;1957-01;1957;ALL
19570103;03/01/1957;1957-01;1957;ALL
19570104;04/01/1957;1957-01;1957;ALL
19570105;05/01/1957;1957-01;1957;ALL
19570106;06/01/1957;1957-01;1957;ALL
19570107;07/01/1957;1957-01;1957;ALL
19570108;08/01/1957;1957-01;1957;ALL
19570109;09/01/1957;1957-01;1957;ALL
19570110;10/01/1957;1957-01;1957;ALL
19570111;11/01/1957;1957-01;1957;ALL
19570112;12/01/1957;1957-01;1957;ALL
19570113;13/01/1957;1957-01;1957;ALL
19570114;14/01/1957;1957-01;1957;ALL
19570115;15/01/1957;1957-01;1957;ALL
19570116;16/01/1957;1957-01;1957;ALL
19570117;17/01/1957;1957-01;1957;ALL
19570118;18/01/1957;1957-01;1957;ALL
19570119;19/01/1957;1957-01;1957;ALL
19570120;20/01/1957;1957-01;1957;ALL
19570121;21/01/1957;1957-01;1957;ALL
19570122;22/01/1957;1957-01;1957;ALL
19570123;23/01/1957;1957-01;1957;ALL
19570124;24/01/1957;1957-01;1957;ALL
19570125;25/01/1957;1957-01;1957;ALL
19570126;26/01/1957;1957-01;1957;ALL
19570127;27/01/1957;1957-01;1957;ALL
19570128;28/01/1957;1957-01;1957;ALL
19570129;29/01/1957;1957-01;1957;ALL
19570130;30/01/1957;1957-01;1957;ALL
19570131;31/01/1957;1957-01;1957;ALL
19570201;01/02/1957;1957-02;1957;ALL
19570202;02/02/1957;1957-02;1957;ALL
19570203;03/02/1957;1957-02;1957;ALL
19570204;04/02/1957;1957-02;1957;ALL
19570205;05/02/1957;1957-02;1957;ALL
19570206;06/02/1957;1957-02;1957;ALL
19570207;07/02/1957;1957-02;1957;ALL
19570208;08/02/1957;1957-02;1957;ALL
19570209;09/02/1957;1957-02;1957;ALL
19570210;10/02/1957;1957-02;1957;ALL
19570211;11/02/1957;1957-02;1957;ALL
19570212;12/02/1957;1957-02;1957;ALL
19570213;13/02/1957;1957-02;1957;ALL
19570214;14/02/1957;1957-02;1957;ALL
19570215;15/02/1957;1957-02;1957;ALL
19570216;16/02/1957;1957-02;1957;ALL
19570217;17/02/1957;1957-02;1957;ALL
19570218;18/02/1957;1957-02;1957;ALL
19570219;19/02/1957;1957-02;1957;ALL
19570220;20/02/1957;1957-02;1957;ALL
19570221;21/02/1957;1957-02;1957;ALL
19570222;22/02/1957;1957-02;1957;ALL
19570223;23/02/1957;1957-02;1957;ALL
19570224;24/02/1957;1957-02;1957;ALL
19570225;25/02/1957;1957-02;1957;ALL
19570226;26/02/1957;1957-02;1957;ALL
19570227;27/02/1957;1957-02;1957;ALL
19570228;28/02/1957;1957-02;1957;ALL
19570301;01/03/1957;1957-03;1957;ALL
19570302;02/03/1957;1957-03;1957;ALL
19570303;03/03/1957;1957-03;1957;ALL
19570304;04/03/1957;1957-03;1957;ALL
19570305;05/03/1957;1957-03;1957;ALL
19570306;06/03/1957;1957-03;1957;ALL
19570307;07/03/1957;1957-03;1957;ALL
19570308;08/03/1957;1957-03;1957;ALL
19570309;09/03/1957;1957-03;1957;ALL
19570310;10/03/1957;1957-03;1957;ALL
19570311;11/03/1957;1957-03;1957;ALL
19570312;12/03/1957;1957-03;1957;ALL
19570313;13/03/1957;1957-03;1957;ALL
19570314;14/03/1957;1957-03;1957;ALL
19570315;15/03/1957;1957-03;1957;ALL
19570316;16/03/1957;1957-03;1957;ALL
19570317;17/03/1957;1957-03;1957;ALL
19570318;18/03/1957;1957-03;1957;ALL
19570319;19/03/1957;1957-03;1957;ALL
19570320;20/03/1957;1957-03;1957;ALL
19570321;21/03/1957;1957-03;1957;ALL
19570322;22/03/1957;1957-03;1957;ALL
19570323;23/03/1957;1957-03;1957;ALL
19570324;24/03/1957;1957-03;1957;ALL
19570325;25/03/1957;1957-03;1957;ALL
19570326;26/03/1957;1957-03;1957;ALL
19570327;27/03/1957;1957-03;1957;ALL
19570328;28/03/1957;1957-03;1957;ALL
19570329;29/03/1957;1957-03;1957;ALL
19570330;30/03/1957;1957-03;1957;ALL
19570331;31/03/1957;1957-03;1957;ALL
19570401;01/04/1957;1957-04;1957;ALL
19570402;02/04/1957;1957-04;1957;ALL
19570403;03/04/1957;1957-04;1957;ALL
19570404;04/04/1957;1957-04;1957;ALL
19570405;05/04/1957;1957-04;1957;ALL
19570406;06/04/1957;1957-04;1957;ALL
19570407;07/04/1957;1957-04;1957;ALL
19570408;08/04/1957;1957-04;1957;ALL
19570409;09/04/1957;1957-04;1957;ALL
19570410;10/04/1957;1957-04;1957;ALL
19570411;11/04/1957;1957-04;1957;ALL
19570412;12/04/1957;1957-04;1957;ALL
19570413;13/04/1957;1957-04;1957;ALL
19570414;14/04/1957;1957-04;1957;ALL
19570415;15/04/1957;1957-04;1957;ALL
19570416;16/04/1957;1957-04;1957;ALL
19570417;17/04/1957;1957-04;1957;ALL
19570418;18/04/1957;1957-04;1957;ALL
19570419;19/04/1957;1957-04;1957;ALL
19570420;20/04/1957;1957-04;1957;ALL
19570421;21/04/1957;1957-04;1957;ALL
19570422;22/04/1957;1957-04;1957;ALL
19570423;23/04/1957;1957-04;1957;ALL
19570424;24/04/1957;1957-04;1957;ALL
19570425;25/04/1957;1957-04;1957;ALL
19570426;26/04/1957;1957-04;1957;ALL
19570427;27/04/1957;1957-04;1957;ALL
19570428;28/04/1957;1957-04;1957;ALL
19570429;29/04/1957;1957-04;1957;ALL
19570430;30/04/1957;1957-04;1957;ALL
19570501;01/05/1957;1957-05;1957;ALL
19570502;02/05/1957;1957-05;1957;ALL
19570503;03/05/1957;1957-05;1957;ALL
19570504;04/05/1957;1957-05;1957;ALL
19570505;05/05/1957;1957-05;1957;ALL
19570506;06/05/1957;1957-05;1957;ALL
19570507;07/05/1957;1957-05;1957;ALL
19570508;08/05/1957;1957-05;1957;ALL
19570509;09/05/1957;1957-05;1957;ALL
19570510;10/05/1957;1957-05;1957;ALL
19570511;11/05/1957;1957-05;1957;ALL
19570512;12/05/1957;1957-05;1957;ALL
19570513;13/05/1957;1957-05;1957;ALL
19570514;14/05/1957;1957-05;1957;ALL
19570515;15/05/1957;1957-05;1957;ALL
19570516;16/05/1957;1957-05;1957;ALL
19570517;17/05/1957;1957-05;1957;ALL
19570518;18/05/1957;1957-05;1957;ALL
19570519;19/05/1957;1957-05;1957;ALL
19570520;20/05/1957;1957-05;1957;ALL
19570521;21/05/1957;1957-05;1957;ALL
19570522;22/05/1957;1957-05;1957;ALL
19570523;23/05/1957;1957-05;1957;ALL
19570524;24/05/1957;1957-05;1957;ALL
19570525;25/05/1957;1957-05;1957;ALL
19570526;26/05/1957;1957-05;1957;ALL
19570527;27/05/1957;1957-05;1957;ALL
19570528;28/05/1957;1957-05;1957;ALL
19570529;29/05/1957;1957-05;1957;ALL
19570530;30/05/1957;1957-05;1957;ALL
19570531;31/05/1957;1957-05;1957;ALL
19570601;01/06/1957;1957-06;1957;ALL
19570602;02/06/1957;1957-06;1957;ALL
19570603;03/06/1957;1957-06;1957;ALL
19570604;04/06/1957;1957-06;1957;ALL
19570605;05/06/1957;1957-06;1957;ALL
19570606;06/06/1957;1957-06;1957;ALL
19570607;07/06/1957;1957-06;1957;ALL
19570608;08/06/1957;1957-06;1957;ALL
19570609;09/06/1957;1957-06;1957;ALL
19570610;10/06/1957;1957-06;1957;ALL
19570611;11/06/1957;1957-06;1957;ALL
19570612;12/06/1957;1957-06;1957;ALL
19570613;13/06/1957;1957-06;1957;ALL
19570614;14/06/1957;1957-06;1957;ALL
19570615;15/06/1957;1957-06;1957;ALL
19570616;16/06/1957;1957-06;1957;ALL
19570617;17/06/1957;1957-06;1957;ALL
19570618;18/06/1957;1957-06;1957;ALL
19570619;19/06/1957;1957-06;1957;ALL
19570620;20/06/1957;1957-06;1957;ALL
19570621;21/06/1957;1957-06;1957;ALL
19570622;22/06/1957;1957-06;1957;ALL
19570623;23/06/1957;1957-06;1957;ALL
19570624;24/06/1957;1957-06;1957;ALL
19570625;25/06/1957;1957-06;1957;ALL
19570626;26/06/1957;1957-06;1957;ALL
19570627;27/06/1957;1957-06;1957;ALL
19570628;28/06/1957;1957-06;1957;ALL
19570629;29/06/1957;1957-06;1957;ALL
19570630;30/06/1957;1957-06;1957;ALL
19570701;01/07/1957;1957-07;1957;ALL
19570702;02/07/1957;1957-07;1957;ALL
19570703;03/07/1957;1957-07;1957;ALL
19570704;04/07/1957;1957-07;1957;ALL
19570705;05/07/1957;1957-07;1957;ALL
19570706;06/07/1957;1957-07;1957;ALL
19570707;07/07/1957;1957-07;1957;ALL
19570708;08/07/1957;1957-07;1957;ALL
19570709;09/07/1957;1957-07;1957;ALL
19570710;10/07/1957;1957-07;1957;ALL
19570711;11/07/1957;1957-07;1957;ALL
19570712;12/07/1957;1957-07;1957;ALL
19570713;13/07/1957;1957-07;1957;ALL
19570714;14/07/1957;1957-07;1957;ALL
19570715;15/07/1957;1957-07;1957;ALL
19570716;16/07/1957;1957-07;1957;ALL
19570717;17/07/1957;1957-07;1957;ALL
19570718;18/07/1957;1957-07;1957;ALL
19570719;19/07/1957;1957-07;1957;ALL
19570720;20/07/1957;1957-07;1957;ALL
19570721;21/07/1957;1957-07;1957;ALL
19570722;22/07/1957;1957-07;1957;ALL
19570723;23/07/1957;1957-07;1957;ALL
19570724;24/07/1957;1957-07;1957;ALL
19570725;25/07/1957;1957-07;1957;ALL
19570726;26/07/1957;1957-07;1957;ALL
19570727;27/07/1957;1957-07;1957;ALL
19570728;28/07/1957;1957-07;1957;ALL
19570729;29/07/1957;1957-07;1957;ALL
19570730;30/07/1957;1957-07;1957;ALL
19570731;31/07/1957;1957-07;1957;ALL
19570801;01/08/1957;1957-08;1957;ALL
19570802;02/08/1957;1957-08;1957;ALL
19570803;03/08/1957;1957-08;1957;ALL
19570804;04/08/1957;1957-08;1957;ALL
19570805;05/08/1957;1957-08;1957;ALL
19570806;06/08/1957;1957-08;1957;ALL
19570807;07/08/1957;1957-08;1957;ALL
19570808;08/08/1957;1957-08;1957;ALL
19570809;09/08/1957;1957-08;1957;ALL
19570810;10/08/1957;1957-08;1957;ALL
19570811;11/08/1957;1957-08;1957;ALL
19570812;12/08/1957;1957-08;1957;ALL
19570813;13/08/1957;1957-08;1957;ALL
19570814;14/08/1957;1957-08;1957;ALL
19570815;15/08/1957;1957-08;1957;ALL
19570816;16/08/1957;1957-08;1957;ALL
19570817;17/08/1957;1957-08;1957;ALL
19570818;18/08/1957;1957-08;1957;ALL
19570819;19/08/1957;1957-08;1957;ALL
19570820;20/08/1957;1957-08;1957;ALL
19570821;21/08/1957;1957-08;1957;ALL
19570822;22/08/1957;1957-08;1957;ALL
19570823;23/08/1957;1957-08;1957;ALL
19570824;24/08/1957;1957-08;1957;ALL
19570825;25/08/1957;1957-08;1957;ALL
19570826;26/08/1957;1957-08;1957;ALL
19570827;27/08/1957;1957-08;1957;ALL
19570828;28/08/1957;1957-08;1957;ALL
19570829;29/08/1957;1957-08;1957;ALL
19570830;30/08/1957;1957-08;1957;ALL
19570831;31/08/1957;1957-08;1957;ALL
19570901;01/09/1957;1957-09;1957;ALL
19570902;02/09/1957;1957-09;1957;ALL
19570903;03/09/1957;1957-09;1957;ALL
19570904;04/09/1957;1957-09;1957;ALL
19570905;05/09/1957;1957-09;1957;ALL
19570906;06/09/1957;1957-09;1957;ALL
19570907;07/09/1957;1957-09;1957;ALL
19570908;08/09/1957;1957-09;1957;ALL
19570909;09/09/1957;1957-09;1957;ALL
19570910;10/09/1957;1957-09;1957;ALL
19570911;11/09/1957;1957-09;1957;ALL
19570912;12/09/1957;1957-09;1957;ALL
19570913;13/09/1957;1957-09;1957;ALL
19570914;14/09/1957;1957-09;1957;ALL
19570915;15/09/1957;1957-09;1957;ALL
19570916;16/09/1957;1957-09;1957;ALL
19570917;17/09/1957;1957-09;1957;ALL
19570918;18/09/1957;1957-09;1957;ALL
19570919;19/09/1957;1957-09;1957;ALL
19570920;20/09/1957;1957-09;1957;ALL
19570921;21/09/1957;1957-09;1957;ALL
19570922;22/09/1957;1957-09;1957;ALL
19570923;23/09/1957;1957-09;1957;ALL
19570924;24/09/1957;1957-09;1957;ALL
19570925;25/09/1957;1957-09;1957;ALL
19570926;26/09/1957;1957-09;1957;ALL
19570927;27/09/1957;1957-09;1957;ALL
19570928;28/09/1957;1957-09;1957;ALL
19570929;29/09/1957;1957-09;1957;ALL
19570930;30/09/1957;1957-09;1957;ALL
19571001;01/10/1957;1957-10;1957;ALL
19571002;02/10/1957;1957-10;1957;ALL
19571003;03/10/1957;1957-10;1957;ALL
19571004;04/10/1957;1957-10;1957;ALL
19571005;05/10/1957;1957-10;1957;ALL
19571006;06/10/1957;1957-10;1957;ALL
19571007;07/10/1957;1957-10;1957;ALL
19571008;08/10/1957;1957-10;1957;ALL
19571009;09/10/1957;1957-10;1957;ALL
19571010;10/10/1957;1957-10;1957;ALL
19571011;11/10/1957;1957-10;1957;ALL
19571012;12/10/1957;1957-10;1957;ALL
19571013;13/10/1957;1957-10;1957;ALL
19571014;14/10/1957;1957-10;1957;ALL
19571015;15/10/1957;1957-10;1957;ALL
19571016;16/10/1957;1957-10;1957;ALL
19571017;17/10/1957;1957-10;1957;ALL
19571018;18/10/1957;1957-10;1957;ALL
19571019;19/10/1957;1957-10;1957;ALL
19571020;20/10/1957;1957-10;1957;ALL
19571021;21/10/1957;1957-10;1957;ALL
19571022;22/10/1957;1957-10;1957;ALL
19571023;23/10/1957;1957-10;1957;ALL
19571024;24/10/1957;1957-10;1957;ALL
19571025;25/10/1957;1957-10;1957;ALL
19571026;26/10/1957;1957-10;1957;ALL
19571027;27/10/1957;1957-10;1957;ALL
19571028;28/10/1957;1957-10;1957;ALL
19571029;29/10/1957;1957-10;1957;ALL
19571030;30/10/1957;1957-10;1957;ALL
19571031;31/10/1957;1957-10;1957;ALL
19571101;01/11/1957;1957-11;1957;ALL
19571102;02/11/1957;1957-11;1957;ALL
19571103;03/11/1957;1957-11;1957;ALL
19571104;04/11/1957;1957-11;1957;ALL
19571105;05/11/1957;1957-11;1957;ALL
19571106;06/11/1957;1957-11;1957;ALL
19571107;07/11/1957;1957-11;1957;ALL
19571108;08/11/1957;1957-11;1957;ALL
19571109;09/11/1957;1957-11;1957;ALL
19571110;10/11/1957;1957-11;1957;ALL
19571111;11/11/1957;1957-11;1957;ALL
19571112;12/11/1957;1957-11;1957;ALL
19571113;13/11/1957;1957-11;1957;ALL
19571114;14/11/1957;1957-11;1957;ALL
19571115;15/11/1957;1957-11;1957;ALL
19571116;16/11/1957;1957-11;1957;ALL
19571117;17/11/1957;1957-11;1957;ALL
19571118;18/11/1957;1957-11;1957;ALL
19571119;19/11/1957;1957-11;1957;ALL
19571120;20/11/1957;1957-11;1957;ALL
19571121;21/11/1957;1957-11;1957;ALL
19571122;22/11/1957;1957-11;1957;ALL
19571123;23/11/1957;1957-11;1957;ALL
19571124;24/11/1957;1957-11;1957;ALL
19571125;25/11/1957;1957-11;1957;ALL
19571126;26/11/1957;1957-11;1957;ALL
19571127;27/11/1957;1957-11;1957;ALL
19571128;28/11/1957;1957-11;1957;ALL
19571129;29/11/1957;1957-11;1957;ALL
19571130;30/11/1957;1957-11;1957;ALL
19571201;01/12/1957;1957-12;1957;ALL
19571202;02/12/1957;1957-12;1957;ALL
19571203;03/12/1957;1957-12;1957;ALL
19571204;04/12/1957;1957-12;1957;ALL
19571205;05/12/1957;1957-12;1957;ALL
19571206;06/12/1957;1957-12;1957;ALL
19571207;07/12/1957;1957-12;1957;ALL
19571208;08/12/1957;1957-12;1957;ALL
19571209;09/12/1957;1957-12;1957;ALL
19571210;10/12/1957;1957-12;1957;ALL
19571211;11/12/1957;1957-12;1957;ALL
19571212;12/12/1957;1957-12;1957;ALL
19571213;13/12/1957;1957-12;1957;ALL
19571214;14/12/1957;1957-12;1957;ALL
19571215;15/12/1957;1957-12;1957;ALL
19571216;16/12/1957;1957-12;1957;ALL
19571217;17/12/1957;1957-12;1957;ALL
19571218;18/12/1957;1957-12;1957;ALL
19571219;19/12/1957;1957-12;1957;ALL
19571220;20/12/1957;1957-12;1957;ALL
19571221;21/12/1957;1957-12;1957;ALL
19571222;22/12/1957;1957-12;1957;ALL
19571223;23/12/1957;1957-12;1957;ALL
19571224;24/12/1957;1957-12;1957;ALL
19571225;25/12/1957;1957-12;1957;ALL
19571226;26/12/1957;1957-12;1957;ALL
19571227;27/12/1957;1957-12;1957;ALL
19571228;28/12/1957;1957-12;1957;ALL
19571229;29/12/1957;1957-12;1957;ALL
19571230;30/12/1957;1957-12;1957;ALL
19571231;31/12/1957;1957-12;1957;ALL
19580101;01/01/1958;1958-01;1958;ALL
19580102;02/01/1958;1958-01;1958;ALL
19580103;03/01/1958;1958-01;1958;ALL
19580104;04/01/1958;1958-01;1958;ALL
19580105;05/01/1958;1958-01;1958;ALL
19580106;06/01/1958;1958-01;1958;ALL
19580107;07/01/1958;1958-01;1958;ALL
19580108;08/01/1958;1958-01;1958;ALL
19580109;09/01/1958;1958-01;1958;ALL
19580110;10/01/1958;1958-01;1958;ALL
19580111;11/01/1958;1958-01;1958;ALL
19580112;12/01/1958;1958-01;1958;ALL
19580113;13/01/1958;1958-01;1958;ALL
19580114;14/01/1958;1958-01;1958;ALL
19580115;15/01/1958;1958-01;1958;ALL
19580116;16/01/1958;1958-01;1958;ALL
19580117;17/01/1958;1958-01;1958;ALL
19580118;18/01/1958;1958-01;1958;ALL
19580119;19/01/1958;1958-01;1958;ALL
19580120;20/01/1958;1958-01;1958;ALL
19580121;21/01/1958;1958-01;1958;ALL
19580122;22/01/1958;1958-01;1958;ALL
19580123;23/01/1958;1958-01;1958;ALL
19580124;24/01/1958;1958-01;1958;ALL
19580125;25/01/1958;1958-01;1958;ALL
19580126;26/01/1958;1958-01;1958;ALL
19580127;27/01/1958;1958-01;1958;ALL
19580128;28/01/1958;1958-01;1958;ALL
19580129;29/01/1958;1958-01;1958;ALL
19580130;30/01/1958;1958-01;1958;ALL
19580131;31/01/1958;1958-01;1958;ALL
19580201;01/02/1958;1958-02;1958;ALL
19580202;02/02/1958;1958-02;1958;ALL
19580203;03/02/1958;1958-02;1958;ALL
19580204;04/02/1958;1958-02;1958;ALL
19580205;05/02/1958;1958-02;1958;ALL
19580206;06/02/1958;1958-02;1958;ALL
19580207;07/02/1958;1958-02;1958;ALL
19580208;08/02/1958;1958-02;1958;ALL
19580209;09/02/1958;1958-02;1958;ALL
19580210;10/02/1958;1958-02;1958;ALL
19580211;11/02/1958;1958-02;1958;ALL
19580212;12/02/1958;1958-02;1958;ALL
19580213;13/02/1958;1958-02;1958;ALL
19580214;14/02/1958;1958-02;1958;ALL
19580215;15/02/1958;1958-02;1958;ALL
19580216;16/02/1958;1958-02;1958;ALL
19580217;17/02/1958;1958-02;1958;ALL
19580218;18/02/1958;1958-02;1958;ALL
19580219;19/02/1958;1958-02;1958;ALL
19580220;20/02/1958;1958-02;1958;ALL
19580221;21/02/1958;1958-02;1958;ALL
19580222;22/02/1958;1958-02;1958;ALL
19580223;23/02/1958;1958-02;1958;ALL
19580224;24/02/1958;1958-02;1958;ALL
19580225;25/02/1958;1958-02;1958;ALL
19580226;26/02/1958;1958-02;1958;ALL
19580227;27/02/1958;1958-02;1958;ALL
19580228;28/02/1958;1958-02;1958;ALL
19580301;01/03/1958;1958-03;1958;ALL
19580302;02/03/1958;1958-03;1958;ALL
19580303;03/03/1958;1958-03;1958;ALL
19580304;04/03/1958;1958-03;1958;ALL
19580305;05/03/1958;1958-03;1958;ALL
19580306;06/03/1958;1958-03;1958;ALL
19580307;07/03/1958;1958-03;1958;ALL
19580308;08/03/1958;1958-03;1958;ALL
19580309;09/03/1958;1958-03;1958;ALL
19580310;10/03/1958;1958-03;1958;ALL
19580311;11/03/1958;1958-03;1958;ALL
19580312;12/03/1958;1958-03;1958;ALL
19580313;13/03/1958;1958-03;1958;ALL
19580314;14/03/1958;1958-03;1958;ALL
19580315;15/03/1958;1958-03;1958;ALL
19580316;16/03/1958;1958-03;1958;ALL
19580317;17/03/1958;1958-03;1958;ALL
19580318;18/03/1958;1958-03;1958;ALL
19580319;19/03/1958;1958-03;1958;ALL
19580320;20/03/1958;1958-03;1958;ALL
19580321;21/03/1958;1958-03;1958;ALL
19580322;22/03/1958;1958-03;1958;ALL
19580323;23/03/1958;1958-03;1958;ALL
19580324;24/03/1958;1958-03;1958;ALL
19580325;25/03/1958;1958-03;1958;ALL
19580326;26/03/1958;1958-03;1958;ALL
19580327;27/03/1958;1958-03;1958;ALL
19580328;28/03/1958;1958-03;1958;ALL
19580329;29/03/1958;1958-03;1958;ALL
19580330;30/03/1958;1958-03;1958;ALL
19580331;31/03/1958;1958-03;1958;ALL
19580401;01/04/1958;1958-04;1958;ALL
19580402;02/04/1958;1958-04;1958;ALL
19580403;03/04/1958;1958-04;1958;ALL
19580404;04/04/1958;1958-04;1958;ALL
19580405;05/04/1958;1958-04;1958;ALL
19580406;06/04/1958;1958-04;1958;ALL
19580407;07/04/1958;1958-04;1958;ALL
19580408;08/04/1958;1958-04;1958;ALL
19580409;09/04/1958;1958-04;1958;ALL
19580410;10/04/1958;1958-04;1958;ALL
19580411;11/04/1958;1958-04;1958;ALL
19580412;12/04/1958;1958-04;1958;ALL
19580413;13/04/1958;1958-04;1958;ALL
19580414;14/04/1958;1958-04;1958;ALL
19580415;15/04/1958;1958-04;1958;ALL
19580416;16/04/1958;1958-04;1958;ALL
19580417;17/04/1958;1958-04;1958;ALL
19580418;18/04/1958;1958-04;1958;ALL
19580419;19/04/1958;1958-04;1958;ALL
19580420;20/04/1958;1958-04;1958;ALL
19580421;21/04/1958;1958-04;1958;ALL
19580422;22/04/1958;1958-04;1958;ALL
19580423;23/04/1958;1958-04;1958;ALL
19580424;24/04/1958;1958-04;1958;ALL
19580425;25/04/1958;1958-04;1958;ALL
19580426;26/04/1958;1958-04;1958;ALL
19580427;27/04/1958;1958-04;1958;ALL
19580428;28/04/1958;1958-04;1958;ALL
19580429;29/04/1958;1958-04;1958;ALL
19580430;30/04/1958;1958-04;1958;ALL
19580501;01/05/1958;1958-05;1958;ALL
19580502;02/05/1958;1958-05;1958;ALL
19580503;03/05/1958;1958-05;1958;ALL
19580504;04/05/1958;1958-05;1958;ALL
19580505;05/05/1958;1958-05;1958;ALL
19580506;06/05/1958;1958-05;1958;ALL
19580507;07/05/1958;1958-05;1958;ALL
19580508;08/05/1958;1958-05;1958;ALL
19580509;09/05/1958;1958-05;1958;ALL
19580510;10/05/1958;1958-05;1958;ALL
19580511;11/05/1958;1958-05;1958;ALL
19580512;12/05/1958;1958-05;1958;ALL
19580513;13/05/1958;1958-05;1958;ALL
19580514;14/05/1958;1958-05;1958;ALL
19580515;15/05/1958;1958-05;1958;ALL
19580516;16/05/1958;1958-05;1958;ALL
19580517;17/05/1958;1958-05;1958;ALL
19580518;18/05/1958;1958-05;1958;ALL
19580519;19/05/1958;1958-05;1958;ALL
19580520;20/05/1958;1958-05;1958;ALL
19580521;21/05/1958;1958-05;1958;ALL
19580522;22/05/1958;1958-05;1958;ALL
19580523;23/05/1958;1958-05;1958;ALL
19580524;24/05/1958;1958-05;1958;ALL
19580525;25/05/1958;1958-05;1958;ALL
19580526;26/05/1958;1958-05;1958;ALL
19580527;27/05/1958;1958-05;1958;ALL
19580528;28/05/1958;1958-05;1958;ALL
19580529;29/05/1958;1958-05;1958;ALL
19580530;30/05/1958;1958-05;1958;ALL
19580531;31/05/1958;1958-05;1958;ALL
19580601;01/06/1958;1958-06;1958;ALL
19580602;02/06/1958;1958-06;1958;ALL
19580603;03/06/1958;1958-06;1958;ALL
19580604;04/06/1958;1958-06;1958;ALL
19580605;05/06/1958;1958-06;1958;ALL
19580606;06/06/1958;1958-06;1958;ALL
19580607;07/06/1958;1958-06;1958;ALL
19580608;08/06/1958;1958-06;1958;ALL
19580609;09/06/1958;1958-06;1958;ALL
19580610;10/06/1958;1958-06;1958;ALL
19580611;11/06/1958;1958-06;1958;ALL
19580612;12/06/1958;1958-06;1958;ALL
19580613;13/06/1958;1958-06;1958;ALL
19580614;14/06/1958;1958-06;1958;ALL
19580615;15/06/1958;1958-06;1958;ALL
19580616;16/06/1958;1958-06;1958;ALL
19580617;17/06/1958;1958-06;1958;ALL
19580618;18/06/1958;1958-06;1958;ALL
19580619;19/06/1958;1958-06;1958;ALL
19580620;20/06/1958;1958-06;1958;ALL
19580621;21/06/1958;1958-06;1958;ALL
19580622;22/06/1958;1958-06;1958;ALL
19580623;23/06/1958;1958-06;1958;ALL
19580624;24/06/1958;1958-06;1958;ALL
19580625;25/06/1958;1958-06;1958;ALL
19580626;26/06/1958;1958-06;1958;ALL
19580627;27/06/1958;1958-06;1958;ALL
19580628;28/06/1958;1958-06;1958;ALL
19580629;29/06/1958;1958-06;1958;ALL
19580630;30/06/1958;1958-06;1958;ALL
19580701;01/07/1958;1958-07;1958;ALL
19580702;02/07/1958;1958-07;1958;ALL
19580703;03/07/1958;1958-07;1958;ALL
19580704;04/07/1958;1958-07;1958;ALL
19580705;05/07/1958;1958-07;1958;ALL
19580706;06/07/1958;1958-07;1958;ALL
19580707;07/07/1958;1958-07;1958;ALL
19580708;08/07/1958;1958-07;1958;ALL
19580709;09/07/1958;1958-07;1958;ALL
19580710;10/07/1958;1958-07;1958;ALL
19580711;11/07/1958;1958-07;1958;ALL
19580712;12/07/1958;1958-07;1958;ALL
19580713;13/07/1958;1958-07;1958;ALL
19580714;14/07/1958;1958-07;1958;ALL
19580715;15/07/1958;1958-07;1958;ALL
19580716;16/07/1958;1958-07;1958;ALL
19580717;17/07/1958;1958-07;1958;ALL
19580718;18/07/1958;1958-07;1958;ALL
19580719;19/07/1958;1958-07;1958;ALL
19580720;20/07/1958;1958-07;1958;ALL
19580721;21/07/1958;1958-07;1958;ALL
19580722;22/07/1958;1958-07;1958;ALL
19580723;23/07/1958;1958-07;1958;ALL
19580724;24/07/1958;1958-07;1958;ALL
19580725;25/07/1958;1958-07;1958;ALL
19580726;26/07/1958;1958-07;1958;ALL
19580727;27/07/1958;1958-07;1958;ALL
19580728;28/07/1958;1958-07;1958;ALL
19580729;29/07/1958;1958-07;1958;ALL
19580730;30/07/1958;1958-07;1958;ALL
19580731;31/07/1958;1958-07;1958;ALL
19580801;01/08/1958;1958-08;1958;ALL
19580802;02/08/1958;1958-08;1958;ALL
19580803;03/08/1958;1958-08;1958;ALL
19580804;04/08/1958;1958-08;1958;ALL
19580805;05/08/1958;1958-08;1958;ALL
19580806;06/08/1958;1958-08;1958;ALL
19580807;07/08/1958;1958-08;1958;ALL
