loan_id;account_id;date;status_id;amount;duration;payments
7187;10711;19971224;4;24180;60;403.0
7189;10728;19960321;4;154656;48;3222.0
7192;10738;19941221;2;115992;36;3222.0
7194;10762;19960917;4;68832;36;1912.0
7195;10774;19980423;4;339168;48;7066.0
7198;10788;19940823;2;45768;12;3814.0
7199;10789;19971209;2;45768;12;3814.0
7200;10799;19980711;4;31140;60;519.0
7201;10807;19970307;2;67464;12;5622.0
7202;10812;19980529;4;140688;48;2931.0
7209;10857;19971130;3;385560;60;6426.0
7213;10884;19960213;4;113544;36;3154.0
7219;10905;19970823;4;57120;48;1190.0
7220;10911;19940728;2;131292;36;3647.0
7221;10915;19980611;4;152460;60;2541.0
7226;10940;19940223;2;197748;36;5493.0
7227;10942;19951002;4;314520;60;5242.0
7230;10954;19970402;4;18720;60;312.0
7233;10963;19961225;4;115812;36;3217.0
7235;10973;19931013;2;154416;48;3217.0
7240;11013;19930906;2;274740;60;4579.0
7241;11021;19950304;1;168984;24;7041.0
7242;11027;19971023;4;48096;24;2004.0
7243;11042;19951204;2;217152;36;6032.0
7246;11054;19960820;4;148920;60;2482.0
7249;11065;19940612;2;69360;48;1445.0
7250;11069;19970304;4;119136;48;2482.0
7253;11079;19970426;2;98304;12;8192.0
7255;11096;19970609;4;213300;60;3555.0
7259;11111;19940131;2;108144;36;3004.0
7262;11135;19940301;2;182628;36;5073.0
7263;11138;19960119;2;89880;24;3745.0
7264;11141;19971007;2;44940;12;3745.0
7271;11186;19961002;4;392460;60;6541.0
7277;11231;19971024;2;89280;12;7440.0
7279;11244;19971211;4;155760;24;6490.0
7284;11265;19930915;2;52788;12;4399.0
7286;11271;19970131;4;67320;36;1870.0
7292;11317;19981122;4;317460;60;5291.0
7294;11327;19980927;4;39168;24;1632.0
7295;11328;19980718;4;280440;60;4674.0
7304;11349;19951029;4;419880;60;6998.0
7305;11359;19960806;2;54024;12;4502.0
7308;11362;19961227;2;129408;24;5392.0
