product_id;product_class_id;brand_name;product_name;SKU;SRP;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth;product_subcategory;product_category;product_department;product_family;All
1037;28;PigTail;PigTail Pancake Mix;38563482165;0.5800;13.9;11.8;1;0;14;7;14.4;17.8;18.3;Pancake Mix;Breakfast Foods;Frozen Foods;Food;ALL
1348;28;Carrington;Carrington Pancake Mix;35268860459;24.700;14.5;13.5;0;1;23;13;10.7;9.08;15.8;Pancake Mix;Breakfast Foods;Frozen Foods;Food;ALL
85;29;Golden;Golden Frozen Pancakes;32703391909;13.600;7.12;5.11;0;1;29;11;9.53;3.09;16.1;Pancakes;Breakfast Foods;Frozen Foods;Food;ALL
396;29;Big Time;Big Time Frozen Pancakes;13234835267;32.400;16.3;14.2;1;0;25;10;11.4;20.4;5.92;Pancakes;Breakfast Foods;Frozen Foods;Food;ALL
707;29;Imagine;Imagine Frozen Pancakes;51126670241;18.700;16.7;14.7;1;1;10;8;6.58;14.9;19.3;Pancakes;Breakfast Foods;Frozen Foods;Food;ALL
1023;29;PigTail;PigTail Frozen Pancakes;39075140357;16.400;14.1;13.1;0;1;25;5;10.7;12;9.2;Pancakes;Breakfast Foods;Frozen Foods;Food;ALL
1334;29;Carrington;Carrington Frozen Pancakes;11925595402;18.400;19.7;17.7;1;0;17;12;12.1;22.4;15;Pancakes;Breakfast Foods;Frozen Foods;Food;ALL
1;30;Washington;Washington Berry Juice;90748583674;28.500;8.39;6.39;0;0;30;14;16.9;12.6;7.4;Juice;Pure Juice Beverages;Beverages;Drink;ALL
8;30;Washington;Washington Orange Juice;89770532250;25.900;8.97;6.97;1;0;27;7;7.56;11.8;8.92;Juice;Pure Juice Beverages;Beverages;Drink;ALL
9;30;Washington;Washington Cranberry Juice;49395100474;24.200;7.14;5.13;0;0;34;7;18.5;16.1;14.4;Juice;Pure Juice Beverages;Beverages;Drink;ALL
10;30;Washington;Washington Apple Juice;22114084362;14.200;8.13;7.13;1;0;28;14;21.6;7.32;9.2;Juice;Pure Juice Beverages;Beverages;Drink;ALL
312;30;Excellent;Excellent Berry Juice;20972600579;21.300;12.6;10.6;1;0;2;12;12.4;8.55;3.71;Juice;Pure Juice Beverages;Beverages;Drink;ALL
319;30;Excellent;Excellent Orange Juice;90040029883;16.000;9.58;7.57;0;0;6;12;7.97;7.76;10.9;Juice;Pure Juice Beverages;Beverages;Drink;ALL
320;30;Excellent;Excellent Cranberry Juice;36570182442;32.600;16.4;14.3;0;0;14;12;13.6;3.87;13.7;Juice;Pure Juice Beverages;Beverages;Drink;ALL
321;30;Excellent;Excellent Apple Juice;29243685603;24.100;13.2;12.1;1;0;13;13;17.7;9.2;14.7;Juice;Pure Juice Beverages;Beverages;Drink;ALL
623;30;Token;Token Berry Juice;87339968085;18.000;8.04;7.03;1;0;2;5;11.7;18.1;8.82;Juice;Pure Juice Beverages;Beverages;Drink;ALL
630;30;Token;Token Orange Juice;13403943181;28.000;11;10;1;0;33;11;7.34;6.72;9.09;Juice;Pure Juice Beverages;Beverages;Drink;ALL
631;30;Token;Token Cranberry Juice;93790745139;0.7800;19.7;17.7;1;0;7;8;9.47;3.99;16.3;Juice;Pure Juice Beverages;Beverages;Drink;ALL
632;30;Token;Token Apple Juice;73369832634;0.8300;20.6;18.6;0;0;1;11;14;6.27;11;Juice;Pure Juice Beverages;Beverages;Drink;ALL
939;30;Fabulous;Fabulous Berry Juice;52854356169;0.7000;10.8;8.8;0;0;19;13;3.2;11.2;16.9;Juice;Pure Juice Beverages;Beverages;Drink;ALL
946;30;Fabulous;Fabulous Orange Juice;72023685574;28.500;6;4;1;0;2;11;5.4;21.1;10.2;Juice;Pure Juice Beverages;Beverages;Drink;ALL
947;30;Fabulous;Fabulous Cranberry Juice;57837085127;0.6500;16;15;1;0;11;8;7.47;18.5;16.9;Juice;Pure Juice Beverages;Beverages;Drink;ALL
948;30;Fabulous;Fabulous Apple Juice;98940640091;29.600;16.9;13.8;0;0;34;7;12;20.8;11.6;Juice;Pure Juice Beverages;Beverages;Drink;ALL
1250;30;Skinner;Skinner Berry Juice;40440567135;21.600;9.17;8.17;0;0;33;10;8.03;21.1;15.1;Juice;Pure Juice Beverages;Beverages;Drink;ALL
1257;30;Skinner;Skinner Orange Juice;52340466380;19.400;7.87;5.86;1;0;4;9;5.93;6.11;6.7;Juice;Pure Juice Beverages;Beverages;Drink;ALL
1258;30;Skinner;Skinner Cranberry Juice;80731294751;0.6100;15.2;13.1;0;0;12;10;21.2;4.39;9.41;Juice;Pure Juice Beverages;Beverages;Drink;ALL
1259;30;Skinner;Skinner Apple Juice;99593629240;21.400;14.7;11.6;1;0;26;10;19;7.69;19.5;Juice;Pure Juice Beverages;Beverages;Drink;ALL
297;31;Super;Super Strawberry Jelly;22576443552;0.9000;17.4;14.3;0;1;26;8;17.4;18.1;14.7;Jelly;Jams and Jellies;Baking Goods;Food;ALL
303;31;Super;Super Apple Jelly;11040605902;25.800;13.6;11.6;1;1;32;8;5.96;13.7;11.7;Jelly;Jams and Jellies;Baking Goods;Food;ALL
311;31;Super;Super Grape Jelly;17491382956;21.500;9.67;8.67;0;0;5;9;13.2;20.2;17.8;Jelly;Jams and Jellies;Baking Goods;Food;ALL
608;31;Landslide;Landslide Strawberry Jelly;32862640023;0.6800;10.2;8.19;1;0;25;13;15.8;16.6;9.61;Jelly;Jams and Jellies;Baking Goods;Food;ALL
614;31;Landslide;Landslide Apple Jelly;23613503575;37.800;16.7;14.7;1;0;24;13;21.7;8.79;21.2;Jelly;Jams and Jellies;Baking Goods;Food;ALL
622;31;Landslide;Landslide Grape Jelly;63904231190;0.8100;6.38;3.38;1;1;28;5;22.3;15.5;4.95;Jelly;Jams and Jellies;Baking Goods;Food;ALL
924;31;BBB Best;BBB Best Strawberry Jelly;35999365448;27.000;21.2;18.2;0;0;30;5;13.1;15.4;10.7;Jelly;Jams and Jellies;Baking Goods;Food;ALL
930;31;BBB Best;BBB Best Apple Jelly;59799163937;14.800;7.65;4.65;1;0;5;14;19.2;6.24;8.64;Jelly;Jams and Jellies;Baking Goods;Food;ALL
938;31;BBB Best;BBB Best Grape Jelly;33992021679;16.100;17;14;1;0;32;13;10.6;8.03;5.65;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1235;31;Plato;Plato Strawberry Jelly;13352412581;13.800;14.9;11.8;1;0;5;9;7.75;21.7;17.8;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1241;31;Plato;Plato Apple Jelly;28221871256;29.800;6.42;3.42;0;0;3;10;16.3;7.3;14.1;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1249;31;Plato;Plato Grape Jelly;34672648310;14.800;9.3;7.3;1;1;22;10;18.5;4.22;3.19;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1546;31;CDR;CDR Strawberry Jelly;88240793347;0.6100;11.3;10.3;0;1;33;11;6.36;19.6;4.5;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1552;31;CDR;CDR Apple Jelly;15396953225;27.000;21.4;20.3;1;0;10;8;20.1;4.18;10.1;Jelly;Jams and Jellies;Baking Goods;Food;ALL
1560;31;CDR;CDR Grape Jelly;54896665215;16.000;12.5;10.5;0;1;1;9;5.44;3.24;18.3;Jelly;Jams and Jellies;Baking Goods;Food;ALL
304;32;Super;Super Grape Jam;47570758461;18.900;10.1;8.1;1;0;24;10;22.1;20.4;14.6;Jam;Jams and Jellies;Baking Goods;Food;ALL
305;32;Super;Super Apple Jam;29027220606;33.900;6.72;5.71;0;1;4;10;7.47;17.2;20.1;Jam;Jams and Jellies;Baking Goods;Food;ALL
306;32;Super;Super Strawberry Jam;34795139431;39.600;16.5;14.5;0;1;29;13;21;9.34;3.8;Jam;Jams and Jellies;Baking Goods;Food;ALL
615;32;Landslide;Landslide Grape Jam;69672150015;13.500;18.4;16.3;0;1;34;6;10.3;15.8;5.11;Jam;Jams and Jellies;Baking Goods;Food;ALL
616;32;Landslide;Landslide Apple Jam;73153367638;13.300;21.9;19.8;1;1;13;11;18.8;8.57;20.9;Jam;Jams and Jellies;Baking Goods;Food;ALL
617;32;Landslide;Landslide Strawberry Jam;98875805735;11.600;13.9;10.8;1;1;30;9;21.2;22.7;7.78;Jam;Jams and Jellies;Baking Goods;Food;ALL
931;32;BBB Best;BBB Best Grape Jam;45612563490;19.000;20.2;17.2;0;0;9;10;3.29;20.7;9.08;Jam;Jams and Jellies;Baking Goods;Food;ALL
932;32;BBB Best;BBB Best Apple Jam;20618248581;15.900;12.2;10.1;0;0;3;14;15.8;9.33;13.4;Jam;Jams and Jellies;Baking Goods;Food;ALL
933;32;BBB Best;BBB Best Strawberry Jam;31341258883;33.800;10.2;9.19;1;1;28;5;19.2;17.3;8.37;Jam;Jams and Jellies;Baking Goods;Food;ALL
1242;32;Plato;Plato Grape Jam;90940855145;19.800;19.9;17.8;0;0;24;12;14.9;9.62;11.8;Jam;Jams and Jellies;Baking Goods;Food;ALL
1243;32;Plato;Plato Apple Jam;19803189635;11.800;9.7;8.69;1;1;5;8;5.94;22.5;19.4;Jam;Jams and Jellies;Baking Goods;Food;ALL
1244;32;Plato;Plato Strawberry Jam;27857809662;12.100;19;17;1;0;24;8;6.41;3.45;18.3;Jam;Jams and Jellies;Baking Goods;Food;ALL
1553;32;CDR;CDR Grape Jam;31972586512;18.600;13.5;10.5;1;0;16;6;20.7;9.45;6.96;Jam;Jams and Jellies;Baking Goods;Food;ALL
1554;32;CDR;CDR Apple Jam;37740505337;25.400;21;19;1;1;25;8;8.25;18.8;21.9;Jam;Jams and Jellies;Baking Goods;Food;ALL
1555;32;CDR;CDR Strawberry Jam;89651774764;29.500;21.7;18.7;1;1;18;8;14.2;21.4;16;Jam;Jams and Jellies;Baking Goods;Food;ALL
295;33;Super;Super Grape Preserves;27700943350;31.200;9.4;8.39;1;1;21;13;16.2;6.24;12.8;Preserves;Jams and Jellies;Baking Goods;Food;ALL
299;33;Super;Super Low Fat Apple Butter;80255631804;16.800;16.6;14.6;0;0;27;12;15;14;3.22;Preserves;Jams and Jellies;Baking Goods;Food;ALL
301;33;Super;Super Apple Butter;76410352587;0.5300;10.8;8.8;0;1;22;13;18.4;6.37;21.3;Preserves;Jams and Jellies;Baking Goods;Food;ALL
308;33;Super;Super Strawberry Preserves;61712093949;21.800;8.82;7.81;0;1;24;10;15.3;6.02;7.47;Preserves;Jams and Jellies;Baking Goods;Food;ALL
310;33;Super;Super Apple Preserves;27104580998;0.7600;10.8;8.8;1;1;29;11;16.4;22.2;13.1;Preserves;Jams and Jellies;Baking Goods;Food;ALL
606;33;Landslide;Landslide Grape Preserves;50211661458;26.500;11.3;9.3;0;0;20;9;9.31;21.9;17.3;Preserves;Jams and Jellies;Baking Goods;Food;ALL
610;33;Landslide;Landslide Low Fat Apple Butter;31304062008;22.700;7.14;5.13;1;1;24;6;13;15.8;11.8;Preserves;Jams and Jellies;Baking Goods;Food;ALL
612;33;Landslide;Landslide Apple Butter;58221016526;23.800;11.6;10.6;1;0;12;7;22.7;20.1;11.5;Preserves;Jams and Jellies;Baking Goods;Food;ALL
619;33;Landslide;Landslide Strawberry Preserves;90457124114;22.500;6.14;5.13;0;0;3;8;14;19.1;16.8;Preserves;Jams and Jellies;Baking Goods;Food;ALL
621;33;Landslide;Landslide Apple Preserves;86611844897;13.900;9.36;7.35;1;0;22;13;4.69;7.69;12.1;Preserves;Jams and Jellies;Baking Goods;Food;ALL
922;33;BBB Best;BBB Best Grape Preserves;68103712201;25.900;13.2;10.1;0;1;30;13;22.2;6.85;21.3;Preserves;Jams and Jellies;Baking Goods;Food;ALL
926;33;BBB Best;BBB Best Low Fat Apple Butter;67489722371;0.5600;8.86;6.85;1;1;25;11;19.1;21.9;10.7;Preserves;Jams and Jellies;Baking Goods;Food;ALL
928;33;BBB Best;BBB Best Apple Butter;61357741951;16.500;9.38;7.38;1;1;33;12;15.1;8.04;21.8;Preserves;Jams and Jellies;Baking Goods;Food;ALL
935;33;BBB Best;BBB Best Strawberry Preserves;32069382071;28.000;7.54;4.53;0;1;6;11;19.4;8.78;20.4;Preserves;Jams and Jellies;Baking Goods;Food;ALL
937;33;BBB Best;BBB Best Apple Preserves;85175167918;36.100;21.8;18.7;1;1;25;10;3.3;18;12.2;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1233;33;Plato;Plato Grape Preserves;45673224329;0.7300;20.9;17.8;0;1;23;13;17.9;11.9;11.5;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1237;33;Plato;Plato Low Fat Apple Butter;99507133364;27.500;9.02;6.02;0;1;32;9;11.8;9.66;15.9;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1239;33;Plato;Plato Apple Butter;34137386679;22.800;12.7;10.6;1;0;6;7;15;22.7;10.9;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1246;33;Plato;Plato Strawberry Preserves;83250296711;15.400;14.5;13.5;1;0;15;11;16.7;3.68;16;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1248;33;Plato;Plato Apple Preserves;77118316292;33.300;12.6;11.6;1;0;25;8;14.3;20.8;7.75;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1544;33;CDR;CDR Grape Preserves;65897241234;14.600;17;16;1;1;34;7;12.4;19.6;20.9;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1548;33;CDR;CDR Low Fat Apple Butter;80038576722;0.6700;21;19;1;0;1;5;8.24;10.8;12.7;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1550;33;CDR;CDR Apple Butter;45431063771;18.100;7.7;4.69;0;1;17;6;17.7;16;8.14;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1557;33;CDR;CDR Strawberry Preserves;50687324404;12.000;15.4;13.3;1;0;15;6;14.1;14.8;19.3;Preserves;Jams and Jellies;Baking Goods;Food;ALL
1559;33;CDR;CDR Apple Preserves;75317577719;16.200;21;20;0;0;7;9;15.3;20.2;18.8;Preserves;Jams and Jellies;Baking Goods;Food;ALL
82;34;Golden;Golden Low Fat Waffles;74637401700;27.000;21.3;18.2;0;1;25;13;7.06;6.61;11;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
88;34;Golden;Golden Blueberry Waffles;25695691704;0.8600;7.86;6.86;1;0;6;12;10.5;12.9;18.9;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
90;34;Golden;Golden Waffles;24137113690;0.7700;10.2;8.19;0;1;2;12;15.1;8.08;19.5;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
94;34;Golden;Golden Apple Cinnamon Waffles;16446555256;0.6200;7.9;4.9;1;0;1;9;10.5;20.9;8.15;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
393;34;Big Time;Big Time Low Fat Waffles;48718068003;11.200;21.5;19.5;1;0;14;9;10.6;8.88;11.1;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
399;34;Big Time;Big Time Blueberry Waffles;92063059210;0.8700;10.2;8.19;0;0;29;7;15.1;19.7;13.4;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
401;34;Big Time;Big Time Waffles;55168845057;0.7000;13.9;11.8;0;0;30;8;20.1;21.7;18.4;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
405;34;Big Time;Big Time Apple Cinnamon Waffles;73883582949;36.900;19.6;17.6;0;0;33;12;13.3;7.65;9.24;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
704;34;Imagine;Imagine Low Fat Waffles;90773978829;16.300;8.41;7.4;1;0;1;12;9.62;14.8;15.9;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
710;34;Imagine;Imagine Blueberry Waffles;81524842381;11.900;15.3;13.3;1;0;1;10;3.07;22.2;7.96;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
712;34;Imagine;Imagine Waffles;75392861962;38.700;7.2;4.19;1;0;27;10;15.3;11.1;16.7;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
716;34;Imagine;Imagine Apple Cinnamon Waffles;89534197449;18.100;6.27;5.26;0;0;3;6;12;15.6;4.45;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1020;34;PigTail;PigTail Low Fat Waffles;50246916413;0.5100;14.7;12.6;0;0;26;6;6.61;15.6;8.48;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1026;34;PigTail;PigTail Blueberry Waffles;97948845028;21.300;11.2;9.19;1;0;7;7;20.3;20.4;13.2;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1028;34;PigTail;PigTail Waffles;34865799546;22.400;17.6;16.6;1;0;11;9;4.47;18.9;17.9;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1032;34;PigTail;PigTail Apple Cinnamon Waffles;25105004906;0.5500;15.9;14.8;0;0;29;12;3.3;11;20.9;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1331;34;Carrington;Carrington Low Fat Waffles;95429553389;27.400;10.3;8.3;1;0;29;6;7.86;22;15;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1337;34;Carrington;Carrington Blueberry Waffles;20035340189;0.5700;7.64;5.63;0;1;22;12;8.84;13.5;4.5;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1339;34;Carrington;Carrington Waffles;77714528441;13.100;10.4;8.39;1;1;32;7;16.3;20.9;14.8;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
1343;34;Carrington;Carrington Apple Cinnamon Waffles;98499502539;28.700;13.7;11.6;1;1;36;7;11;17.9;6.27;Waffles;Breakfast Foods;Frozen Foods;Food;ALL
12;35;Jeffers;Jeffers Oatmeal;49031038880;15.400;8.9;6.89;1;1;14;6;15.9;15.4;10.8;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
13;35;Jeffers;Jeffers Corn Puffs;13229009509;26.500;10.4;7.39;0;0;20;10;18.2;10.3;14.6;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
14;35;Jeffers;Jeffers Wheat Puffs;92942813038;19.300;21.6;20.6;1;1;33;10;7.73;6.94;8.01;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
15;35;Jeffers;Jeffers Grits;26378549933;22.900;21.3;20.2;0;1;14;9;8.96;18.3;12.4;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
323;35;Best;Best Oatmeal;75705832839;35.000;15.4;12.3;0;1;19;6;7.44;19.6;18.4;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
324;35;Best;Best Corn Puffs;50711517930;19.700;7.43;5.42;0;0;13;9;19.9;8.22;22.8;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
325;35;Best;Best Wheat Puffs;71860553622;15.100;19.1;18.1;1;0;29;7;19.3;20.4;8.52;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
326;35;Best;Best Grits;16104004979;24.700;8.87;6.86;1;0;5;11;20.4;7.75;13.6;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
634;35;Radius;Radius Oatmeal;60594213604;25.300;13.1;10.1;1;1;12;9;18.8;21.6;5.2;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
635;35;Radius;Radius Corn Puffs;55554417967;13.800;7.92;5.92;0;1;34;8;15;22.6;16.2;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
636;35;Radius;Radius Wheat Puffs;87511168122;26.400;12.2;9.19;0;1;19;8;10.2;15.4;11.7;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
637;35;Radius;Radius Grits;51709138751;0.8600;8.4;7.39;0;1;2;13;12;13.2;22.3;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
950;35;Special;Special Oatmeal;64333127140;34.700;9.56;6.56;0;0;25;8;3.69;15;10.8;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
951;35;Special;Special Corn Puffs;43502888083;19.300;16.1;15.1;1;0;17;14;19.4;19.1;8.19;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
952;35;Special;Special Wheat Puffs;46984105706;29.100;21.8;19.7;1;0;10;13;21.4;10.8;8.28;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
953;35;Special;Special Grits;96608673930;27.400;17;16;1;1;17;13;19.9;8.62;9.15;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
1261;35;Johnson;Johnson Oatmeal;95748350024;0.6000;18.3;16.2;1;1;17;5;16.8;19.3;12.8;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
1262;35;Johnson;Johnson Corn Puffs;73040736317;0.7600;11.1;10.1;0;1;6;11;11.1;7.71;12.3;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
1263;35;Johnson;Johnson Wheat Puffs;96476473212;0.8300;10.5;7.5;0;1;25;6;8.9;20.1;21.9;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
1264;35;Johnson;Johnson Grits;43006625771;23.500;21.2;19.2;0;1;6;12;15.1;6.73;15.4;Cereal;Breakfast Foods;Breakfast Foods;Food;ALL
253;36;Choice;Choice Tasty Candy Bar;74969941973;0.8900;18.2;15.2;0;1;34;14;15.3;10.5;19.3;Chocolate Candy;Candy;Snacks;Food;ALL
254;36;Choice;Choice Mint Chocolate Bar;76164458394;0.5600;11.6;8.6;0;1;33;7;6.13;19.3;8.18;Chocolate Candy;Candy;Snacks;Food;ALL
255;36;Choice;Choice Malted Milk Balls;99600195288;0.6400;8.65;6.64;0;1;34;6;13.6;12.7;3.48;Chocolate Candy;Candy;Snacks;Food;ALL
256;36;Choice;Choice Semi-Sweet Chocolate Bar;46130347847;26.500;21.7;20.7;1;0;28;14;10;18.3;11.2;Chocolate Candy;Candy;Snacks;Food;ALL
260;36;Choice;Choice White Chocolate Bar;36369553208;18.400;21.9;18.8;0;0;16;7;17;21.6;13.7;Chocolate Candy;Candy;Snacks;Food;ALL
564;36;Atomic;Atomic Tasty Candy Bar;10031033158;0.6600;17.9;15.8;1;1;9;13;7.18;8.35;17;Chocolate Candy;Candy;Snacks;Food;ALL
565;36;Atomic;Atomic Mint Chocolate Bar;55082198977;0.9000;10.9;9.89;1;0;9;11;12.9;22.5;13.6;Chocolate Candy;Candy;Snacks;Food;ALL
566;36;Atomic;Atomic Malted Milk Balls;65423520207;17.800;13.9;10.8;0;0;20;13;20.3;11.9;9.61;Chocolate Candy;Candy;Snacks;Food;ALL
567;36;Atomic;Atomic Semi-Sweet Chocolate Bar;55810322165;23.500;15.9;13.8;1;1;35;13;4.46;5.77;13.2;Chocolate Candy;Candy;Snacks;Food;ALL
571;36;Atomic;Atomic White Chocolate Bar;65114583373;12.500;10.4;8.39;0;0;31;8;6.66;17.6;7.45;Chocolate Candy;Candy;Snacks;Food;ALL
875;36;Thresher;Thresher Tasty Candy Bar;61210145354;34.400;17.5;16.5;1;1;26;10;6.35;6.51;11.8;Chocolate Candy;Candy;Snacks;Food;ALL
876;36;Thresher;Thresher Mint Chocolate Bar;69264765381;17.100;20.9;17.8;0;1;23;12;15.9;12.5;17.6;Chocolate Candy;Candy;Snacks;Food;ALL
877;36;Thresher;Thresher Malted Milk Balls;57364866137;15.800;10.3;8.3;1;0;7;7;22.8;19.8;5.32;Chocolate Candy;Candy;Snacks;Food;ALL
878;36;Thresher;Thresher Semi-Sweet Chocolate Bar;34657252430;18.700;18.8;17.7;1;0;4;5;16.5;11.8;9.55;Chocolate Candy;Candy;Snacks;Food;ALL
882;36;Thresher;Thresher White Chocolate Bar;15749652981;24.900;11.5;9.5;1;1;26;9;5.17;5.5;14.7;Chocolate Candy;Candy;Snacks;Food;ALL
1191;36;Musial;Musial Tasty Candy Bar;99849533438;21.000;19.7;16.7;1;0;33;10;9.17;3.56;14;Chocolate Candy;Candy;Snacks;Food;ALL
1192;36;Musial;Musial Mint Chocolate Bar;13330751061;0.9800;13.5;12.5;0;1;9;7;10.9;16.7;7.89;Chocolate Candy;Candy;Snacks;Food;ALL
1193;36;Musial;Musial Malted Milk Balls;62955319285;0.8900;13.8;10.8;0;1;22;5;13.2;11.4;12.1;Chocolate Candy;Candy;Snacks;Food;ALL
1194;36;Musial;Musial Semi-Sweet Chocolate Bar;11772173047;28.100;19.6;17.6;0;0;3;6;12.5;9.92;7.27;Chocolate Candy;Candy;Snacks;Food;ALL
1198;36;Musial;Musial White Chocolate Bar;58962443470;34.300;16;14;0;0;13;8;14.8;20.8;5.8;Chocolate Candy;Candy;Snacks;Food;ALL
1502;36;Gulf Coast;Gulf Coast Tasty Candy Bar;21143210530;28.100;7.11;6.11;1;1;3;11;8.06;9.32;10.7;Chocolate Candy;Candy;Snacks;Food;ALL
1503;36;Gulf Coast;Gulf Coast Mint Chocolate Bar;44578947424;29.400;21.9;19.8;1;0;22;6;16.1;19.5;20.4;Chocolate Candy;Candy;Snacks;Food;ALL
1504;36;Gulf Coast;Gulf Coast Malted Milk Balls;15011230111;15.900;21.8;19.7;1;0;10;11;6.15;3.18;17.3;Chocolate Candy;Candy;Snacks;Food;ALL
1505;36;Gulf Coast;Gulf Coast Semi-Sweet Chocolate Bar;97684733271;27.500;14.7;11.6;0;0;3;10;13.3;8.52;13.9;Chocolate Candy;Candy;Snacks;Food;ALL
1509;36;Gulf Coast;Gulf Coast White Chocolate Bar;61518642306;29.800;19.3;17.2;1;0;24;12;3.98;9.94;15;Chocolate Candy;Candy;Snacks;Food;ALL
257;37;Choice;Choice Bubble Gum;62705981135;0.5300;6.89;5.88;0;1;5;5;18.2;17.6;15.3;Gum;Candy;Snacks;Food;ALL
568;37;Atomic;Atomic Bubble Gum;59291539788;33.300;11.2;8.19;0;1;18;13;11.5;6.82;11.6;Gum;Candy;Snacks;Food;ALL
879;37;Thresher;Thresher Bubble Gum;58092989325;11.100;11.7;9.69;1;1;9;11;3.56;8.31;11.1;Gum;Candy;Snacks;Food;ALL
1195;37;Musial;Musial Bubble Gum;30634507536;16.600;8.49;6.48;1;0;19;14;19;9.42;15.1;Gum;Candy;Snacks;Food;ALL
1506;37;Gulf Coast;Gulf Coast Bubble Gum;13452652096;34.300;13.2;10.1;0;0;5;11;16;6.46;21.3;Gum;Candy;Snacks;Food;ALL
258;38;Choice;Choice Spicy Mints;68473899960;17.200;18.6;16.6;1;0;27;7;7.26;17.5;13.5;Hard Candy;Candy;Snacks;Food;ALL
259;38;Choice;Choice Mints;61363868117;19.000;18.4;17.3;1;0;20;14;7.38;15.6;7.96;Hard Candy;Candy;Snacks;Food;ALL
569;38;Atomic;Atomic Spicy Mints;18916108012;31.600;7.79;5.78;1;1;33;13;16.9;3.52;17;Hard Candy;Candy;Snacks;Food;ALL
570;38;Atomic;Atomic Mints;57732961773;21.600;17.5;15.5;0;1;32;9;19.6;21.1;5.86;Hard Candy;Candy;Snacks;Food;ALL
880;38;Thresher;Thresher Spicy Mints;83406100869;36.500;11.1;8.1;0;0;34;11;10.8;8.53;13.2;Hard Candy;Candy;Snacks;Food;ALL
881;38;Thresher;Thresher Mints;99981734156;18.100;7.2;5.19;0;0;7;7;10.9;17.1;14.2;Hard Candy;Candy;Snacks;Food;ALL
1196;38;Musial;Musial Spicy Mints;27472086548;29.200;14.6;12.6;0;0;5;10;14.3;21.3;14.9;Hard Candy;Candy;Snacks;Food;ALL
1197;38;Musial;Musial Mints;81670057177;31.400;10.3;7.3;0;0;15;12;13.7;13.5;20.7;Hard Candy;Candy;Snacks;Food;ALL
1507;38;Gulf Coast;Gulf Coast Spicy Mints;65363921523;18.400;18.9;16.8;1;0;14;8;7;19.3;8.9;Hard Candy;Candy;Snacks;Food;ALL
1508;38;Gulf Coast;Gulf Coast Mints;40369606614;35.400;10.9;7.89;1;0;33;13;18.4;14.6;3.27;Hard Candy;Candy;Snacks;Food;ALL
