loan_id,account_id,date,status,amount,duration,payments
6665,8114,19970815,"Running Contract/OK",99300,60,1655
6667,8127,19960715,"Contract Finished/No Problems",155880,24,6495
6668,8129,19940730,"Contract Finished/No Problems",74736,36,2076
6675,8158,19971101,"Running Contract/OK",238716,36,6631
6676,8159,19950613,"Contract Finished/No Problems",29784,24,1241
6677,8169,19970812,"Running Contract/OK",97980,60,1633
6678,8173,19940520,"Contract Finished/No Problems",80340,12,6695
6682,8225,19980330,"Running Contract/Client in Debt",36204,12,3017
6686,8260,19940825,"Contract Finished/No Problems",224604,36,6239
6687,8261,19930913,"Contract Finished/No Problems",87840,24,3660
6688,8268,19970926,"Running Contract/OK",8616,24,359
6694,8316,19950319,"Contract Finished/No Problems",134784,24,5616
6695,8320,19970604,"Running Contract/OK",309660,60,5161
6696,8321,19940509,"Running Contract/OK",89040,60,1484
6698,8327,19960310,"Running Contract/OK",247728,48,5161
6699,8330,19940330,"Contract Finished/No Problems",7656,24,319
6704,8377,19950601,"Running Contract/OK",417060,60,6951
6705,8381,19970725,"Running Contract/Client in Debt",333648,48,6951
6712,8405,19951014,"Running Contract/OK",266220,60,4437
6715,8411,19960506,"Running Contract/OK",220620,60,3677
6721,8475,19940121,"Contract Finished/No Problems",21072,24,878
6725,8489,19950623,"Contract Finished/No Problems",265320,36,7370
6726,8492,19950903,"Running Contract/OK",85860,60,1431
6727,8505,19971210,"Contract Finished/No Problems",42840,12,3570
6729,8519,19940811,"Contract Finished/No Problems",74688,12,6224
6730,8523,19980215,"Running Contract/OK",93036,12,7753
6732,8533,19960919,"Running Contract/OK",174048,48,3626
6734,8547,19960530,"Running Contract/OK",173016,36,4806
6736,8558,19940614,"Running Contract/OK",288360,60,4806
6737,8564,19950311,"Contract Finished/No Problems",76680,24,3195
6738,8566,19940929,"Contract Finished/Loan not Payed",230220,36,6395
6745,8625,19950410,"Contract Finished/No Problems",47304,24,1971
6746,8639,19980606,"Running Contract/OK",185640,60,3094
6748,8645,19981208,"Running Contract/OK",240900,60,4015
6751,8680,19960714,"Running Contract/OK",85716,36,2381
6753,8688,19970320,"Contract Finished/No Problems",67980,12,5665
6755,8713,19980724,"Running Contract/OK",170700,60,2845
6758,8742,19970729,"Contract Finished/No Problems",33144,12,2762
6763,8772,19970619,"Running Contract/OK",88272,48,1839
6764,8776,19950826,"Running Contract/OK",33984,48,708
6766,8784,19980428,"Running Contract/OK",74352,24,3098
6785,8899,19951225,"Running Contract/OK",125340,60,2089
6790,8919,19980608,"Running Contract/OK",76104,24,3171
6791,8926,19980123,"Running Contract/OK",566640,60,9444
6793,8931,19970130,"Running Contract/OK",186300,60,3105
6805,8972,19961221,"Running Contract/OK",45024,48,938
6808,8982,19941012,"Contract Finished/No Problems",227880,36,6330
6810,9006,19960608,"Running Contract/OK",186384,48,3883
6816,9017,19960326,"Running Contract/Client in Debt",100224,48,2088
6817,9024,19961004,"Running Contract/OK",70656,48,1472
6818,9030,19961212,"Running Contract/OK",155616,48,3242
6819,9031,19970503,"Running Contract/OK",50112,24,2088
6820,9034,19931216,"Contract Finished/No Problems",38148,12,3179
6821,9037,19980915,"Running Contract/OK",321936,48,6707
6824,9052,19970226,"Running Contract/Client in Debt",71976,24,2999
6836,9093,19940803,"Running Contract/OK",189300,60,3155
6841,9104,19940807,"Contract Finished/No Problems",172080,48,3585
6851,9138,19970603,"Running Contract/Client in Debt",272220,60,4537
6852,9140,19981110,"Running Contract/OK",16032,48,334
6855,9153,19980301,"Running Contract/OK",52236,36,1451
6856,9156,19981201,"Running Contract/OK",163332,36,4537
6857,9159,19980608,"Running Contract/OK",69600,48,1450
6859,9167,19980307,"Running Contract/OK",272220,60,4537
6861,9179,19980228,"Running Contract/OK",215040,60,3584
6863,9188,19930728,"Contract Finished/No Problems",127080,60,2118
6865,9199,19960911,"Contract Finished/Loan not Payed",29448,12,2454
6866,9201,19980205,"Running Contract/OK",122472,24,5103
6868,9208,19981012,"Running Contract/OK",82128,24,3422
6871,9225,19970413,"Running Contract/OK",164256,48,3422
6872,9227,19980429,"Running Contract/OK",191580,60,3193
6875,9235,19970313,"Running Contract/OK",83280,48,1735
6876,9236,19931221,"Contract Finished/No Problems",86616,12,7218
6877,9241,19970619,"Running Contract/OK",285240,60,4754
6878,9242,19970124,"Contract Finished/No Problems",23184,12,1932
6887,9263,19970508,"Contract Finished/No Problems",39576,12,3298
6888,9265,19940711,"Contract Finished/No Problems",39576,12,3298
6895,9307,19940919,"Contract Finished/No Problems",41904,12,3492
6903,9337,19940604,"Contract Finished/No Problems",52128,24,2172
6908,9353,19970608,"Running Contract/OK",188616,24,7859
6913,9377,19970429,"Running Contract/OK",99936,24,4164
6919,9403,19940805,"Contract Finished/No Problems",120888,36,3358
6921,9422,19961029,"Contract Finished/No Problems",86184,12,7182
6922,9424,19970826,"Running Contract/OK",83628,36,2323
6923,9433,19981005,"Running Contract/OK",44640,24,1860
6926,9455,19980207,"Running Contract/OK",374760,60,6246
6929,9472,19950508,"Contract Finished/No Problems",36396,12,3033
6932,9491,19980625,"Running Contract/OK",225504,48,4698
6933,9493,19950909,"Running Contract/OK",188688,48,3931
6934,9494,19970209,"Contract Finished/No Problems",116832,12,9736
6938,9504,19970310,"Running Contract/OK",341280,60,5688
6940,9510,19961122,"Running Contract/OK",228276,36,6341
6942,9513,19970716,"Contract Finished/No Problems",18324,12,1527
6944,9548,19961115,"Running Contract/OK",46176,48,962
6948,9560,19980315,"Running Contract/OK",157068,36,4363
6949,9583,19951212,"Contract Finished/No Problems",104712,24,4363
6950,9591,19950411,"Contract Finished/No Problems",104712,24,4363
6955,9627,19951122,"Running Contract/OK",244368,48,5091
6956,9631,19971109,"Running Contract/OK",59448,24,2477
6959,9633,19970630,"Running Contract/Client in Debt",59448,24,2477
6960,9640,19950111,"Contract Finished/No Problems",76416,24,3184
6961,9645,19960606,"Running Contract/OK",176148,36,4893
6962,9646,19980402,"Running Contract/OK",279072,48,5814
6965,9656,19950613,"Contract Finished/No Problems",139536,24,5814
6969,9673,19980912,"Running Contract/OK",88200,36,2450
6970,9677,19970617,"Running Contract/OK",31620,60,527
6984,9730,19970815,"Running Contract/OK",116040,60,1934
6985,9731,19951122,"Contract Finished/No Problems",113796,36,3161
6986,9750,19950211,"Running Contract/Client in Debt",151728,48,3161
6992,9790,19960727,"Running Contract/OK",133968,48,2791
6995,9814,19960926,"Contract Finished/No Problems",96168,12,8014
6996,9828,19950413,"Contract Finished/No Problems",126600,24,5275
6998,9833,19940521,"Contract Finished/No Problems",97632,12,8136
7001,9859,19970810,"Running Contract/OK",300600,60,5010
7004,9869,19950315,"Running Contract/OK",331560,60,5526
7008,9897,19950922,"Contract Finished/No Problems",36168,12,3014
7013,9928,19960802,"Running Contract/OK",89340,60,1489
7034,10001,19960711,"Running Contract/OK",19044,36,529
7035,10005,19980729,"Running Contract/OK",210744,36,5854
7036,10019,19960925,"Running Contract/OK",194940,36,5415
7037,10022,19980103,"Running Contract/OK",218064,48,4543
7046,10049,19970328,"Contract Finished/No Problems",91632,12,7636
7049,10063,19970624,"Running Contract/OK",233424,36,6484
7050,10065,19970923,"Running Contract/OK",311232,48,6484
7051,10068,19970728,"Contract Finished/No Problems",77808,12,6484
7055,10079,19940406,"Running Contract/OK",167100,60,2785
7057,10093,19951020,"Contract Finished/No Problems",231696,36,6436
7061,10105,19940827,"Contract Finished/No Problems",121896,24,5079
7066,10131,19940502,"Contract Finished/Loan not Payed",215388,36,5983
7067,10134,19980111,"Running Contract/OK",136368,24,5682
7072,10148,19980127,"Running Contract/OK",22104,12,1842
7085,10202,19970619,"Running Contract/OK",305424,48,6363
7087,10215,19970220,"Running Contract/OK",44304,24,1846
7088,10233,19970503,"Running Contract/OK",239160,60,3986
7091,10243,19980922,"Running Contract/OK",113436,36,3151
7096,10257,19980902,"Running Contract/OK",37812,12,3151
7097,10266,19931223,"Contract Finished/Loan not Payed",75624,24,3151
7100,10280,19971231,"Running Contract/OK",348120,60,5802
7101,10297,19961118,"Running Contract/OK",421008,48,8771
7104,10320,19931213,"Contract Finished/No Problems",259740,60,4329
7110,10345,19980121,"Running Contract/OK",31260,12,2605
7115,10351,19970304,"Running Contract/OK",88704,48,1848
7119,10361,19970602,"Contract Finished/No Problems",86880,12,7240
7121,10364,19931110,"Contract Finished/No Problems",21924,36,609
7122,10365,19970104,"Running Contract/Client in Debt",260640,36,7240
7129,10404,19980301,"Running Contract/OK",194280,60,3238
7130,10411,19961211,"Contract Finished/No Problems",123408,24,5142
7136,10436,19960928,"Running Contract/OK",54396,36,1511
7137,10439,19940603,"Contract Finished/No Problems",151560,24,6315
7138,10440,19950703,"Running Contract/OK",60000,60,1000
7139,10445,19980122,"Running Contract/OK",23412,12,1951
7142,10451,19941219,"Running Contract/Client in Debt",482940,60,8049
7147,10478,19980102,"Running Contract/OK",267600,48,5575
7151,10493,19980218,"Running Contract/OK",133800,24,5575
7154,10520,19961205,"Running Contract/OK",417600,60,6960
7164,10613,19980815,"Running Contract/OK",249792,48,5204
7166,10630,19950624,"Contract Finished/No Problems",198240,24,8260
7167,10644,19980618,"Running Contract/OK",269964,36,7499
7168,10645,19980705,"Running Contract/OK",208332,36,5787
7171,10650,19980224,"Running Contract/OK",196224,48,4088
7172,10652,19980507,"Running Contract/OK",45720,12,3810
7176,10663,19951028,"Contract Finished/No Problems",260028,36,7223
7181,10679,19971002,"Running Contract/OK",197808,24,8242
7187,10711,19971224,"Running Contract/OK",24180,60,403
7189,10728,19960321,"Running Contract/OK",154656,48,3222
7192,10738,19941221,"Contract Finished/No Problems",115992,36,3222
7194,10762,19960917,"Running Contract/OK",68832,36,1912
7195,10774,19980423,"Running Contract/OK",339168,48,7066
7198,10788,19940823,"Contract Finished/No Problems",45768,12,3814
7199,10789,19971209,"Contract Finished/No Problems",45768,12,3814
7200,10799,19980711,"Running Contract/OK",31140,60,519
7201,10807,19970307,"Contract Finished/No Problems",67464,12,5622
7202,10812,19980529,"Running Contract/OK",140688,48,2931
7209,10857,19971130,"Running Contract/Client in Debt",385560,60,6426
7213,10884,19960213,"Running Contract/OK",113544,36,3154
7219,10905,19970823,"Running Contract/OK",57120,48,1190
7220,10911,19940728,"Contract Finished/No Problems",131292,36,3647
7221,10915,19980611,"Running Contract/OK",152460,60,2541
7226,10940,19940223,"Contract Finished/No Problems",197748,36,5493
7227,10942,19951002,"Running Contract/OK",314520,60,5242
7230,10954,19970402,"Running Contract/OK",18720,60,312
7233,10963,19961225,"Running Contract/OK",115812,36,3217
7235,10973,19931013,"Contract Finished/No Problems",154416,48,3217
7240,11013,19930906,"Contract Finished/No Problems",274740,60,4579
7241,11021,19950304,"Contract Finished/Loan not Payed",168984,24,7041
7242,11027,19971023,"Running Contract/OK",48096,24,2004
7243,11042,19951204,"Contract Finished/No Problems",217152,36,6032
7246,11054,19960820,"Running Contract/OK",148920,60,2482
7249,11065,19940612,"Contract Finished/No Problems",69360,48,1445
7250,11069,19970304,"Running Contract/OK",119136,48,2482
7253,11079,19970426,"Contract Finished/No Problems",98304,12,8192
7255,11096,19970609,"Running Contract/OK",213300,60,3555
7259,11111,19940131,"Contract Finished/No Problems",108144,36,3004
7262,11135,19940301,"Contract Finished/No Problems",182628,36,5073
7263,11138,19960119,"Contract Finished/No Problems",89880,24,3745
7264,11141,19971007,"Contract Finished/No Problems",44940,12,3745
7271,11186,19961002,"Running Contract/OK",392460,60,6541
7277,11231,19971024,"Contract Finished/No Problems",89280,12,7440
7279,11244,19971211,"Running Contract/OK",155760,24,6490
7284,11265,19930915,"Contract Finished/No Problems",52788,12,4399
7286,11271,19970131,"Running Contract/OK",67320,36,1870
7292,11317,19981122,"Running Contract/OK",317460,60,5291
7294,11327,19980927,"Running Contract/OK",39168,24,1632
7295,11328,19980718,"Running Contract/OK",280440,60,4674
7304,11349,19951029,"Running Contract/OK",419880,60,6998
7305,11359,19960806,"Contract Finished/No Problems",54024,12,4502
7308,11362,19961227,"Contract Finished/No Problems",129408,24,5392
