SK_Day,Day,Month,Year,All
19650702,1965-07-02,1965-07,1965,ALL
19650703,1965-07-03,1965-07,1965,ALL
19650704,1965-07-04,1965-07,1965,ALL
19650705,1965-07-05,1965-07,1965,ALL
19650706,1965-07-06,1965-07,1965,ALL
19650707,1965-07-07,1965-07,1965,ALL
19650708,1965-07-08,1965-07,1965,ALL
19650709,1965-07-09,1965-07,1965,ALL
19650710,1965-07-10,1965-07,1965,ALL
19650711,1965-07-11,1965-07,1965,ALL
19650712,1965-07-12,1965-07,1965,ALL
19650713,1965-07-13,1965-07,1965,ALL
19650714,1965-07-14,1965-07,1965,ALL
19650715,1965-07-15,1965-07,1965,ALL
19650716,1965-07-16,1965-07,1965,ALL
19650717,1965-07-17,1965-07,1965,ALL
19650718,1965-07-18,1965-07,1965,ALL
19650719,1965-07-19,1965-07,1965,ALL
19650720,1965-07-20,1965-07,1965,ALL
19650721,1965-07-21,1965-07,1965,ALL
19650722,1965-07-22,1965-07,1965,ALL
19650723,1965-07-23,1965-07,1965,ALL
19650724,1965-07-24,1965-07,1965,ALL
19650725,1965-07-25,1965-07,1965,ALL
19650726,1965-07-26,1965-07,1965,ALL
19650727,1965-07-27,1965-07,1965,ALL
19650728,1965-07-28,1965-07,1965,ALL
19650729,1965-07-29,1965-07,1965,ALL
19650730,1965-07-30,1965-07,1965,ALL
19650731,1965-07-31,1965-07,1965,ALL
19650801,1965-08-01,1965-08,1965,ALL
19650802,1965-08-02,1965-08,1965,ALL
19650803,1965-08-03,1965-08,1965,ALL
19650804,1965-08-04,1965-08,1965,ALL
19650805,1965-08-05,1965-08,1965,ALL
19650806,1965-08-06,1965-08,1965,ALL
19650807,1965-08-07,1965-08,1965,ALL
19650808,1965-08-08,1965-08,1965,ALL
19650809,1965-08-09,1965-08,1965,ALL
19650810,1965-08-10,1965-08,1965,ALL
19650811,1965-08-11,1965-08,1965,ALL
19650812,1965-08-12,1965-08,1965,ALL
19650813,1965-08-13,1965-08,1965,ALL
19650814,1965-08-14,1965-08,1965,ALL
19650815,1965-08-15,1965-08,1965,ALL
19650816,1965-08-16,1965-08,1965,ALL
19650817,1965-08-17,1965-08,1965,ALL
19650818,1965-08-18,1965-08,1965,ALL
19650819,1965-08-19,1965-08,1965,ALL
19650820,1965-08-20,1965-08,1965,ALL
19650821,1965-08-21,1965-08,1965,ALL
19650822,1965-08-22,1965-08,1965,ALL
19650823,1965-08-23,1965-08,1965,ALL
19650824,1965-08-24,1965-08,1965,ALL
19650825,1965-08-25,1965-08,1965,ALL
19650826,1965-08-26,1965-08,1965,ALL
19650827,1965-08-27,1965-08,1965,ALL
19650828,1965-08-28,1965-08,1965,ALL
19650829,1965-08-29,1965-08,1965,ALL
19650830,1965-08-30,1965-08,1965,ALL
19650831,1965-08-31,1965-08,1965,ALL
19650901,1965-09-01,1965-09,1965,ALL
19650902,1965-09-02,1965-09,1965,ALL
19650903,1965-09-03,1965-09,1965,ALL
19650904,1965-09-04,1965-09,1965,ALL
19650905,1965-09-05,1965-09,1965,ALL
19650906,1965-09-06,1965-09,1965,ALL
19650907,1965-09-07,1965-09,1965,ALL
19650908,1965-09-08,1965-09,1965,ALL
19650909,1965-09-09,1965-09,1965,ALL
19650910,1965-09-10,1965-09,1965,ALL
19650911,1965-09-11,1965-09,1965,ALL
19650912,1965-09-12,1965-09,1965,ALL
19650913,1965-09-13,1965-09,1965,ALL
19650914,1965-09-14,1965-09,1965,ALL
19650915,1965-09-15,1965-09,1965,ALL
19650916,1965-09-16,1965-09,1965,ALL
19650917,1965-09-17,1965-09,1965,ALL
19650918,1965-09-18,1965-09,1965,ALL
19650919,1965-09-19,1965-09,1965,ALL
19650920,1965-09-20,1965-09,1965,ALL
19650921,1965-09-21,1965-09,1965,ALL
19650922,1965-09-22,1965-09,1965,ALL
19650923,1965-09-23,1965-09,1965,ALL
19650924,1965-09-24,1965-09,1965,ALL
19650925,1965-09-25,1965-09,1965,ALL
19650926,1965-09-26,1965-09,1965,ALL
19650927,1965-09-27,1965-09,1965,ALL
19650928,1965-09-28,1965-09,1965,ALL
19650929,1965-09-29,1965-09,1965,ALL
19650930,1965-09-30,1965-09,1965,ALL
19651001,1965-10-01,1965-10,1965,ALL
19651002,1965-10-02,1965-10,1965,ALL
19651003,1965-10-03,1965-10,1965,ALL
19651004,1965-10-04,1965-10,1965,ALL
19651005,1965-10-05,1965-10,1965,ALL
19651006,1965-10-06,1965-10,1965,ALL
19651007,1965-10-07,1965-10,1965,ALL
19651008,1965-10-08,1965-10,1965,ALL
19651009,1965-10-09,1965-10,1965,ALL
19651010,1965-10-10,1965-10,1965,ALL
19651011,1965-10-11,1965-10,1965,ALL
19651012,1965-10-12,1965-10,1965,ALL
19651013,1965-10-13,1965-10,1965,ALL
19651014,1965-10-14,1965-10,1965,ALL
19651015,1965-10-15,1965-10,1965,ALL
19651016,1965-10-16,1965-10,1965,ALL
19651017,1965-10-17,1965-10,1965,ALL
19651018,1965-10-18,1965-10,1965,ALL
19651019,1965-10-19,1965-10,1965,ALL
19651020,1965-10-20,1965-10,1965,ALL
19651021,1965-10-21,1965-10,1965,ALL
19651022,1965-10-22,1965-10,1965,ALL
19651023,1965-10-23,1965-10,1965,ALL
19651024,1965-10-24,1965-10,1965,ALL
19651025,1965-10-25,1965-10,1965,ALL
19651026,1965-10-26,1965-10,1965,ALL
19651027,1965-10-27,1965-10,1965,ALL
19651028,1965-10-28,1965-10,1965,ALL
19651029,1965-10-29,1965-10,1965,ALL
19651030,1965-10-30,1965-10,1965,ALL
19651031,1965-10-31,1965-10,1965,ALL
19651101,1965-11-01,1965-11,1965,ALL
19651102,1965-11-02,1965-11,1965,ALL
19651103,1965-11-03,1965-11,1965,ALL
19651104,1965-11-04,1965-11,1965,ALL
19651105,1965-11-05,1965-11,1965,ALL
19651106,1965-11-06,1965-11,1965,ALL
19651107,1965-11-07,1965-11,1965,ALL
19651108,1965-11-08,1965-11,1965,ALL
19651109,1965-11-09,1965-11,1965,ALL
19651110,1965-11-10,1965-11,1965,ALL
19651111,1965-11-11,1965-11,1965,ALL
19651112,1965-11-12,1965-11,1965,ALL
19651113,1965-11-13,1965-11,1965,ALL
19651114,1965-11-14,1965-11,1965,ALL
19651115,1965-11-15,1965-11,1965,ALL
19651116,1965-11-16,1965-11,1965,ALL
19651117,1965-11-17,1965-11,1965,ALL
19651118,1965-11-18,1965-11,1965,ALL
19651119,1965-11-19,1965-11,1965,ALL
19651120,1965-11-20,1965-11,1965,ALL
19651121,1965-11-21,1965-11,1965,ALL
19651122,1965-11-22,1965-11,1965,ALL
19651123,1965-11-23,1965-11,1965,ALL
19651124,1965-11-24,1965-11,1965,ALL
19651125,1965-11-25,1965-11,1965,ALL
19651126,1965-11-26,1965-11,1965,ALL
19651127,1965-11-27,1965-11,1965,ALL
19651128,1965-11-28,1965-11,1965,ALL
19651129,1965-11-29,1965-11,1965,ALL
19651130,1965-11-30,1965-11,1965,ALL
19651201,1965-12-01,1965-12,1965,ALL
19651202,1965-12-02,1965-12,1965,ALL
19651203,1965-12-03,1965-12,1965,ALL
19651204,1965-12-04,1965-12,1965,ALL
19651205,1965-12-05,1965-12,1965,ALL
19651206,1965-12-06,1965-12,1965,ALL
19651207,1965-12-07,1965-12,1965,ALL
19651208,1965-12-08,1965-12,1965,ALL
19651209,1965-12-09,1965-12,1965,ALL
19651210,1965-12-10,1965-12,1965,ALL
19651211,1965-12-11,1965-12,1965,ALL
19651212,1965-12-12,1965-12,1965,ALL
19651213,1965-12-13,1965-12,1965,ALL
19651214,1965-12-14,1965-12,1965,ALL
19651215,1965-12-15,1965-12,1965,ALL
19651216,1965-12-16,1965-12,1965,ALL
19651217,1965-12-17,1965-12,1965,ALL
19651218,1965-12-18,1965-12,1965,ALL
19651219,1965-12-19,1965-12,1965,ALL
19651220,1965-12-20,1965-12,1965,ALL
19651221,1965-12-21,1965-12,1965,ALL
19651222,1965-12-22,1965-12,1965,ALL
19651223,1965-12-23,1965-12,1965,ALL
19651224,1965-12-24,1965-12,1965,ALL
19651225,1965-12-25,1965-12,1965,ALL
19651226,1965-12-26,1965-12,1965,ALL
19651227,1965-12-27,1965-12,1965,ALL
19651228,1965-12-28,1965-12,1965,ALL
19651229,1965-12-29,1965-12,1965,ALL
19651230,1965-12-30,1965-12,1965,ALL
19651231,1965-12-31,1965-12,1965,ALL
19660101,1966-01-01,1966-01,1966,ALL
19660102,1966-01-02,1966-01,1966,ALL
19660103,1966-01-03,1966-01,1966,ALL
19660104,1966-01-04,1966-01,1966,ALL
19660105,1966-01-05,1966-01,1966,ALL
19660106,1966-01-06,1966-01,1966,ALL
19660107,1966-01-07,1966-01,1966,ALL
19660108,1966-01-08,1966-01,1966,ALL
19660109,1966-01-09,1966-01,1966,ALL
19660110,1966-01-10,1966-01,1966,ALL
19660111,1966-01-11,1966-01,1966,ALL
19660112,1966-01-12,1966-01,1966,ALL
19660113,1966-01-13,1966-01,1966,ALL
19660114,1966-01-14,1966-01,1966,ALL
19660115,1966-01-15,1966-01,1966,ALL
19660116,1966-01-16,1966-01,1966,ALL
19660117,1966-01-17,1966-01,1966,ALL
19660118,1966-01-18,1966-01,1966,ALL
19660119,1966-01-19,1966-01,1966,ALL
19660120,1966-01-20,1966-01,1966,ALL
19660121,1966-01-21,1966-01,1966,ALL
19660122,1966-01-22,1966-01,1966,ALL
19660123,1966-01-23,1966-01,1966,ALL
19660124,1966-01-24,1966-01,1966,ALL
19660125,1966-01-25,1966-01,1966,ALL
19660126,1966-01-26,1966-01,1966,ALL
19660127,1966-01-27,1966-01,1966,ALL
19660128,1966-01-28,1966-01,1966,ALL
19660129,1966-01-29,1966-01,1966,ALL
19660130,1966-01-30,1966-01,1966,ALL
19660131,1966-01-31,1966-01,1966,ALL
19660201,1966-02-01,1966-02,1966,ALL
19660202,1966-02-02,1966-02,1966,ALL
19660203,1966-02-03,1966-02,1966,ALL
19660204,1966-02-04,1966-02,1966,ALL
19660205,1966-02-05,1966-02,1966,ALL
19660206,1966-02-06,1966-02,1966,ALL
19660207,1966-02-07,1966-02,1966,ALL
19660208,1966-02-08,1966-02,1966,ALL
19660209,1966-02-09,1966-02,1966,ALL
19660210,1966-02-10,1966-02,1966,ALL
19660211,1966-02-11,1966-02,1966,ALL
19660212,1966-02-12,1966-02,1966,ALL
19660213,1966-02-13,1966-02,1966,ALL
19660214,1966-02-14,1966-02,1966,ALL
19660215,1966-02-15,1966-02,1966,ALL
19660216,1966-02-16,1966-02,1966,ALL
19660217,1966-02-17,1966-02,1966,ALL
19660218,1966-02-18,1966-02,1966,ALL
19660219,1966-02-19,1966-02,1966,ALL
19660220,1966-02-20,1966-02,1966,ALL
19660221,1966-02-21,1966-02,1966,ALL
19660222,1966-02-22,1966-02,1966,ALL
19660223,1966-02-23,1966-02,1966,ALL
19660224,1966-02-24,1966-02,1966,ALL
19660225,1966-02-25,1966-02,1966,ALL
19660226,1966-02-26,1966-02,1966,ALL
19660227,1966-02-27,1966-02,1966,ALL
19660228,1966-02-28,1966-02,1966,ALL
19660301,1966-03-01,1966-03,1966,ALL
19660302,1966-03-02,1966-03,1966,ALL
19660303,1966-03-03,1966-03,1966,ALL
19660304,1966-03-04,1966-03,1966,ALL
19660305,1966-03-05,1966-03,1966,ALL
19660306,1966-03-06,1966-03,1966,ALL
19660307,1966-03-07,1966-03,1966,ALL
19660308,1966-03-08,1966-03,1966,ALL
19660309,1966-03-09,1966-03,1966,ALL
19660310,1966-03-10,1966-03,1966,ALL
19660311,1966-03-11,1966-03,1966,ALL
19660312,1966-03-12,1966-03,1966,ALL
19660313,1966-03-13,1966-03,1966,ALL
19660314,1966-03-14,1966-03,1966,ALL
19660315,1966-03-15,1966-03,1966,ALL
19660316,1966-03-16,1966-03,1966,ALL
19660317,1966-03-17,1966-03,1966,ALL
19660318,1966-03-18,1966-03,1966,ALL
19660319,1966-03-19,1966-03,1966,ALL
19660320,1966-03-20,1966-03,1966,ALL
19660321,1966-03-21,1966-03,1966,ALL
19660322,1966-03-22,1966-03,1966,ALL
19660323,1966-03-23,1966-03,1966,ALL
19660324,1966-03-24,1966-03,1966,ALL
19660325,1966-03-25,1966-03,1966,ALL
19660326,1966-03-26,1966-03,1966,ALL
19660327,1966-03-27,1966-03,1966,ALL
19660328,1966-03-28,1966-03,1966,ALL
19660329,1966-03-29,1966-03,1966,ALL
19660330,1966-03-30,1966-03,1966,ALL
19660331,1966-03-31,1966-03,1966,ALL
19660401,1966-04-01,1966-04,1966,ALL
19660402,1966-04-02,1966-04,1966,ALL
19660403,1966-04-03,1966-04,1966,ALL
19660404,1966-04-04,1966-04,1966,ALL
19660405,1966-04-05,1966-04,1966,ALL
19660406,1966-04-06,1966-04,1966,ALL
19660407,1966-04-07,1966-04,1966,ALL
19660408,1966-04-08,1966-04,1966,ALL
19660409,1966-04-09,1966-04,1966,ALL
19660410,1966-04-10,1966-04,1966,ALL
19660411,1966-04-11,1966-04,1966,ALL
19660412,1966-04-12,1966-04,1966,ALL
19660413,1966-04-13,1966-04,1966,ALL
19660414,1966-04-14,1966-04,1966,ALL
19660415,1966-04-15,1966-04,1966,ALL
19660416,1966-04-16,1966-04,1966,ALL
19660417,1966-04-17,1966-04,1966,ALL
19660418,1966-04-18,1966-04,1966,ALL
19660419,1966-04-19,1966-04,1966,ALL
19660420,1966-04-20,1966-04,1966,ALL
19660421,1966-04-21,1966-04,1966,ALL
19660422,1966-04-22,1966-04,1966,ALL
19660423,1966-04-23,1966-04,1966,ALL
19660424,1966-04-24,1966-04,1966,ALL
19660425,1966-04-25,1966-04,1966,ALL
19660426,1966-04-26,1966-04,1966,ALL
19660427,1966-04-27,1966-04,1966,ALL
19660428,1966-04-28,1966-04,1966,ALL
19660429,1966-04-29,1966-04,1966,ALL
19660430,1966-04-30,1966-04,1966,ALL
19660501,1966-05-01,1966-05,1966,ALL
19660502,1966-05-02,1966-05,1966,ALL
19660503,1966-05-03,1966-05,1966,ALL
19660504,1966-05-04,1966-05,1966,ALL
19660505,1966-05-05,1966-05,1966,ALL
19660506,1966-05-06,1966-05,1966,ALL
19660507,1966-05-07,1966-05,1966,ALL
19660508,1966-05-08,1966-05,1966,ALL
19660509,1966-05-09,1966-05,1966,ALL
19660510,1966-05-10,1966-05,1966,ALL
19660511,1966-05-11,1966-05,1966,ALL
19660512,1966-05-12,1966-05,1966,ALL
19660513,1966-05-13,1966-05,1966,ALL
19660514,1966-05-14,1966-05,1966,ALL
19660515,1966-05-15,1966-05,1966,ALL
19660516,1966-05-16,1966-05,1966,ALL
19660517,1966-05-17,1966-05,1966,ALL
19660518,1966-05-18,1966-05,1966,ALL
19660519,1966-05-19,1966-05,1966,ALL
19660520,1966-05-20,1966-05,1966,ALL
19660521,1966-05-21,1966-05,1966,ALL
19660522,1966-05-22,1966-05,1966,ALL
19660523,1966-05-23,1966-05,1966,ALL
19660524,1966-05-24,1966-05,1966,ALL
19660525,1966-05-25,1966-05,1966,ALL
19660526,1966-05-26,1966-05,1966,ALL
19660527,1966-05-27,1966-05,1966,ALL
19660528,1966-05-28,1966-05,1966,ALL
19660529,1966-05-29,1966-05,1966,ALL
19660530,1966-05-30,1966-05,1966,ALL
19660531,1966-05-31,1966-05,1966,ALL
19660601,1966-06-01,1966-06,1966,ALL
19660602,1966-06-02,1966-06,1966,ALL
19660603,1966-06-03,1966-06,1966,ALL
19660604,1966-06-04,1966-06,1966,ALL
19660605,1966-06-05,1966-06,1966,ALL
19660606,1966-06-06,1966-06,1966,ALL
19660607,1966-06-07,1966-06,1966,ALL
19660608,1966-06-08,1966-06,1966,ALL
19660609,1966-06-09,1966-06,1966,ALL
19660610,1966-06-10,1966-06,1966,ALL
19660611,1966-06-11,1966-06,1966,ALL
19660612,1966-06-12,1966-06,1966,ALL
19660613,1966-06-13,1966-06,1966,ALL
19660614,1966-06-14,1966-06,1966,ALL
19660615,1966-06-15,1966-06,1966,ALL
19660616,1966-06-16,1966-06,1966,ALL
19660617,1966-06-17,1966-06,1966,ALL
19660618,1966-06-18,1966-06,1966,ALL
19660619,1966-06-19,1966-06,1966,ALL
19660620,1966-06-20,1966-06,1966,ALL
19660621,1966-06-21,1966-06,1966,ALL
19660622,1966-06-22,1966-06,1966,ALL
19660623,1966-06-23,1966-06,1966,ALL
19660624,1966-06-24,1966-06,1966,ALL
19660625,1966-06-25,1966-06,1966,ALL
19660626,1966-06-26,1966-06,1966,ALL
19660627,1966-06-27,1966-06,1966,ALL
19660628,1966-06-28,1966-06,1966,ALL
19660629,1966-06-29,1966-06,1966,ALL
19660630,1966-06-30,1966-06,1966,ALL
19660701,1966-07-01,1966-07,1966,ALL
19660702,1966-07-02,1966-07,1966,ALL
19660703,1966-07-03,1966-07,1966,ALL
19660704,1966-07-04,1966-07,1966,ALL
19660705,1966-07-05,1966-07,1966,ALL
19660706,1966-07-06,1966-07,1966,ALL
19660707,1966-07-07,1966-07,1966,ALL
19660708,1966-07-08,1966-07,1966,ALL
19660709,1966-07-09,1966-07,1966,ALL
19660710,1966-07-10,1966-07,1966,ALL
19660711,1966-07-11,1966-07,1966,ALL
19660712,1966-07-12,1966-07,1966,ALL
19660713,1966-07-13,1966-07,1966,ALL
19660714,1966-07-14,1966-07,1966,ALL
19660715,1966-07-15,1966-07,1966,ALL
19660716,1966-07-16,1966-07,1966,ALL
19660717,1966-07-17,1966-07,1966,ALL
19660718,1966-07-18,1966-07,1966,ALL
19660719,1966-07-19,1966-07,1966,ALL
19660720,1966-07-20,1966-07,1966,ALL
19660721,1966-07-21,1966-07,1966,ALL
19660722,1966-07-22,1966-07,1966,ALL
19660723,1966-07-23,1966-07,1966,ALL
19660724,1966-07-24,1966-07,1966,ALL
19660725,1966-07-25,1966-07,1966,ALL
19660726,1966-07-26,1966-07,1966,ALL
19660727,1966-07-27,1966-07,1966,ALL
19660728,1966-07-28,1966-07,1966,ALL
19660729,1966-07-29,1966-07,1966,ALL
19660730,1966-07-30,1966-07,1966,ALL
19660731,1966-07-31,1966-07,1966,ALL
19660801,1966-08-01,1966-08,1966,ALL
19660802,1966-08-02,1966-08,1966,ALL
19660803,1966-08-03,1966-08,1966,ALL
19660804,1966-08-04,1966-08,1966,ALL
19660805,1966-08-05,1966-08,1966,ALL
19660806,1966-08-06,1966-08,1966,ALL
19660807,1966-08-07,1966-08,1966,ALL
19660808,1966-08-08,1966-08,1966,ALL
19660809,1966-08-09,1966-08,1966,ALL
19660810,1966-08-10,1966-08,1966,ALL
19660811,1966-08-11,1966-08,1966,ALL
19660812,1966-08-12,1966-08,1966,ALL
19660813,1966-08-13,1966-08,1966,ALL
19660814,1966-08-14,1966-08,1966,ALL
19660815,1966-08-15,1966-08,1966,ALL
19660816,1966-08-16,1966-08,1966,ALL
19660817,1966-08-17,1966-08,1966,ALL
19660818,1966-08-18,1966-08,1966,ALL
19660819,1966-08-19,1966-08,1966,ALL
19660820,1966-08-20,1966-08,1966,ALL
19660821,1966-08-21,1966-08,1966,ALL
19660822,1966-08-22,1966-08,1966,ALL
19660823,1966-08-23,1966-08,1966,ALL
19660824,1966-08-24,1966-08,1966,ALL
19660825,1966-08-25,1966-08,1966,ALL
19660826,1966-08-26,1966-08,1966,ALL
19660827,1966-08-27,1966-08,1966,ALL
19660828,1966-08-28,1966-08,1966,ALL
19660829,1966-08-29,1966-08,1966,ALL
19660830,1966-08-30,1966-08,1966,ALL
19660831,1966-08-31,1966-08,1966,ALL
19660901,1966-09-01,1966-09,1966,ALL
19660902,1966-09-02,1966-09,1966,ALL
19660903,1966-09-03,1966-09,1966,ALL
19660904,1966-09-04,1966-09,1966,ALL
19660905,1966-09-05,1966-09,1966,ALL
19660906,1966-09-06,1966-09,1966,ALL
19660907,1966-09-07,1966-09,1966,ALL
19660908,1966-09-08,1966-09,1966,ALL
19660909,1966-09-09,1966-09,1966,ALL
19660910,1966-09-10,1966-09,1966,ALL
19660911,1966-09-11,1966-09,1966,ALL
19660912,1966-09-12,1966-09,1966,ALL
19660913,1966-09-13,1966-09,1966,ALL
19660914,1966-09-14,1966-09,1966,ALL
19660915,1966-09-15,1966-09,1966,ALL
19660916,1966-09-16,1966-09,1966,ALL
19660917,1966-09-17,1966-09,1966,ALL
19660918,1966-09-18,1966-09,1966,ALL
19660919,1966-09-19,1966-09,1966,ALL
19660920,1966-09-20,1966-09,1966,ALL
19660921,1966-09-21,1966-09,1966,ALL
19660922,1966-09-22,1966-09,1966,ALL
19660923,1966-09-23,1966-09,1966,ALL
19660924,1966-09-24,1966-09,1966,ALL
19660925,1966-09-25,1966-09,1966,ALL
19660926,1966-09-26,1966-09,1966,ALL
19660927,1966-09-27,1966-09,1966,ALL
19660928,1966-09-28,1966-09,1966,ALL
19660929,1966-09-29,1966-09,1966,ALL
19660930,1966-09-30,1966-09,1966,ALL
19661001,1966-10-01,1966-10,1966,ALL
19661002,1966-10-02,1966-10,1966,ALL
19661003,1966-10-03,1966-10,1966,ALL
19661004,1966-10-04,1966-10,1966,ALL
19661005,1966-10-05,1966-10,1966,ALL
19661006,1966-10-06,1966-10,1966,ALL
19661007,1966-10-07,1966-10,1966,ALL
19661008,1966-10-08,1966-10,1966,ALL
19661009,1966-10-09,1966-10,1966,ALL
19661010,1966-10-10,1966-10,1966,ALL
19661011,1966-10-11,1966-10,1966,ALL
19661012,1966-10-12,1966-10,1966,ALL
19661013,1966-10-13,1966-10,1966,ALL
19661014,1966-10-14,1966-10,1966,ALL
19661015,1966-10-15,1966-10,1966,ALL
19661016,1966-10-16,1966-10,1966,ALL
19661017,1966-10-17,1966-10,1966,ALL
19661018,1966-10-18,1966-10,1966,ALL
19661019,1966-10-19,1966-10,1966,ALL
19661020,1966-10-20,1966-10,1966,ALL
19661021,1966-10-21,1966-10,1966,ALL
19661022,1966-10-22,1966-10,1966,ALL
19661023,1966-10-23,1966-10,1966,ALL
19661024,1966-10-24,1966-10,1966,ALL
19661025,1966-10-25,1966-10,1966,ALL
19661026,1966-10-26,1966-10,1966,ALL
19661027,1966-10-27,1966-10,1966,ALL
19661028,1966-10-28,1966-10,1966,ALL
19661029,1966-10-29,1966-10,1966,ALL
19661030,1966-10-30,1966-10,1966,ALL
19661031,1966-10-31,1966-10,1966,ALL
19661101,1966-11-01,1966-11,1966,ALL
19661102,1966-11-02,1966-11,1966,ALL
19661103,1966-11-03,1966-11,1966,ALL
19661104,1966-11-04,1966-11,1966,ALL
19661105,1966-11-05,1966-11,1966,ALL
19661106,1966-11-06,1966-11,1966,ALL
19661107,1966-11-07,1966-11,1966,ALL
19661108,1966-11-08,1966-11,1966,ALL
19661109,1966-11-09,1966-11,1966,ALL
19661110,1966-11-10,1966-11,1966,ALL
19661111,1966-11-11,1966-11,1966,ALL
19661112,1966-11-12,1966-11,1966,ALL
19661113,1966-11-13,1966-11,1966,ALL
19661114,1966-11-14,1966-11,1966,ALL
19661115,1966-11-15,1966-11,1966,ALL
19661116,1966-11-16,1966-11,1966,ALL
19661117,1966-11-17,1966-11,1966,ALL
19661118,1966-11-18,1966-11,1966,ALL
19661119,1966-11-19,1966-11,1966,ALL
19661120,1966-11-20,1966-11,1966,ALL
19661121,1966-11-21,1966-11,1966,ALL
19661122,1966-11-22,1966-11,1966,ALL
19661123,1966-11-23,1966-11,1966,ALL
19661124,1966-11-24,1966-11,1966,ALL
19661125,1966-11-25,1966-11,1966,ALL
19661126,1966-11-26,1966-11,1966,ALL
19661127,1966-11-27,1966-11,1966,ALL
19661128,1966-11-28,1966-11,1966,ALL
19661129,1966-11-29,1966-11,1966,ALL
19661130,1966-11-30,1966-11,1966,ALL
19661201,1966-12-01,1966-12,1966,ALL
19661202,1966-12-02,1966-12,1966,ALL
19661203,1966-12-03,1966-12,1966,ALL
19661204,1966-12-04,1966-12,1966,ALL
19661205,1966-12-05,1966-12,1966,ALL
19661206,1966-12-06,1966-12,1966,ALL
19661207,1966-12-07,1966-12,1966,ALL
19661208,1966-12-08,1966-12,1966,ALL
19661209,1966-12-09,1966-12,1966,ALL
19661210,1966-12-10,1966-12,1966,ALL
19661211,1966-12-11,1966-12,1966,ALL
19661212,1966-12-12,1966-12,1966,ALL
19661213,1966-12-13,1966-12,1966,ALL
19661214,1966-12-14,1966-12,1966,ALL
19661215,1966-12-15,1966-12,1966,ALL
19661216,1966-12-16,1966-12,1966,ALL
19661217,1966-12-17,1966-12,1966,ALL
19661218,1966-12-18,1966-12,1966,ALL
19661219,1966-12-19,1966-12,1966,ALL
19661220,1966-12-20,1966-12,1966,ALL
19661221,1966-12-21,1966-12,1966,ALL
19661222,1966-12-22,1966-12,1966,ALL
19661223,1966-12-23,1966-12,1966,ALL
19661224,1966-12-24,1966-12,1966,ALL
19661225,1966-12-25,1966-12,1966,ALL
19661226,1966-12-26,1966-12,1966,ALL
19661227,1966-12-27,1966-12,1966,ALL
19661228,1966-12-28,1966-12,1966,ALL
19661229,1966-12-29,1966-12,1966,ALL
19661230,1966-12-30,1966-12,1966,ALL
19661231,1966-12-31,1966-12,1966,ALL
19670101,1967-01-01,1967-01,1967,ALL
19670102,1967-01-02,1967-01,1967,ALL
19670103,1967-01-03,1967-01,1967,ALL
19670104,1967-01-04,1967-01,1967,ALL
19670105,1967-01-05,1967-01,1967,ALL
19670106,1967-01-06,1967-01,1967,ALL
19670107,1967-01-07,1967-01,1967,ALL
19670108,1967-01-08,1967-01,1967,ALL
19670109,1967-01-09,1967-01,1967,ALL
19670110,1967-01-10,1967-01,1967,ALL
19670111,1967-01-11,1967-01,1967,ALL
19670112,1967-01-12,1967-01,1967,ALL
19670113,1967-01-13,1967-01,1967,ALL
19670114,1967-01-14,1967-01,1967,ALL
19670115,1967-01-15,1967-01,1967,ALL
19670116,1967-01-16,1967-01,1967,ALL
19670117,1967-01-17,1967-01,1967,ALL
19670118,1967-01-18,1967-01,1967,ALL
19670119,1967-01-19,1967-01,1967,ALL
19670120,1967-01-20,1967-01,1967,ALL
19670121,1967-01-21,1967-01,1967,ALL
19670122,1967-01-22,1967-01,1967,ALL
19670123,1967-01-23,1967-01,1967,ALL
19670124,1967-01-24,1967-01,1967,ALL
19670125,1967-01-25,1967-01,1967,ALL
19670126,1967-01-26,1967-01,1967,ALL
19670127,1967-01-27,1967-01,1967,ALL
19670128,1967-01-28,1967-01,1967,ALL
19670129,1967-01-29,1967-01,1967,ALL
19670130,1967-01-30,1967-01,1967,ALL
19670131,1967-01-31,1967-01,1967,ALL
19670201,1967-02-01,1967-02,1967,ALL
19670202,1967-02-02,1967-02,1967,ALL
19670203,1967-02-03,1967-02,1967,ALL
19670204,1967-02-04,1967-02,1967,ALL
19670205,1967-02-05,1967-02,1967,ALL
19670206,1967-02-06,1967-02,1967,ALL
19670207,1967-02-07,1967-02,1967,ALL
19670208,1967-02-08,1967-02,1967,ALL
19670209,1967-02-09,1967-02,1967,ALL
19670210,1967-02-10,1967-02,1967,ALL
19670211,1967-02-11,1967-02,1967,ALL
19670212,1967-02-12,1967-02,1967,ALL
19670213,1967-02-13,1967-02,1967,ALL
19670214,1967-02-14,1967-02,1967,ALL
19670215,1967-02-15,1967-02,1967,ALL
19670216,1967-02-16,1967-02,1967,ALL
19670217,1967-02-17,1967-02,1967,ALL
19670218,1967-02-18,1967-02,1967,ALL
19670219,1967-02-19,1967-02,1967,ALL
19670220,1967-02-20,1967-02,1967,ALL
19670221,1967-02-21,1967-02,1967,ALL
19670222,1967-02-22,1967-02,1967,ALL
19670223,1967-02-23,1967-02,1967,ALL
19670224,1967-02-24,1967-02,1967,ALL
19670225,1967-02-25,1967-02,1967,ALL
19670226,1967-02-26,1967-02,1967,ALL
19670227,1967-02-27,1967-02,1967,ALL
19670228,1967-02-28,1967-02,1967,ALL
