"account_id";"district_id";"frequency";"date";"district_name";"region";"Inhabitants";"Municipalities499";"Municipalities500_1999";"Municipalities2000_9999";"Municipalities10000";"Cities";"Ratio_of_urban _Inh";"Avg_Salary";"Unemploymant_Rate95";"Unemploymant_Rate96";"Enterpreuners";"Commited_Crimes95";"Commited_Crimes96"
1231;7;"Monthly Issuance";940118;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846
1232;48;"Monthly Issuance";960706;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;1.78;2.44;124;1655;1717
1233;31;"Monthly Issuance";960208;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;3.52;4.2;108;1328;1452
1234;6;"Monthly Issuance";930913;"Kutna Hora";"central Bohemia";77963;60;23;4;2;4;51.5;8546;2.95;4.02;126;2640;3120
1235;76;"Monthly Issuance";931123;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807
1236;19;"Monthly Issuance";930505;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099
1237;9;"Monthly Issuance";940313;"Nymburk";"central Bohemia";81344;61;23;4;2;6;55.3;8899;3.39;3.97;149;2987;2487
1238;1;"Monthly Issuance";951029;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1239;1;"Monthly Issuance";930410;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1240;1;"Monthly Issuance";970911;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1241;53;"Monthly Issuance";960702;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1242;74;"Issuance After Transaction";961124;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1243;1;"Monthly Issuance";960107;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1244;68;"Monthly Issuance";960508;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1245;68;"Monthly Issuance";971112;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1246;58;"Monthly Issuance";940818;"Jihlava";"south Moravia";109164;98;16;6;1;4;63.6;8757;3.38;3.95;96;2212;2471
1247;25;"Monthly Issuance";930608;"Klatovy";"west Bohemia";88757;60;33;3;2;10;61.7;8554;2.47;2.68;113;1822;2218
1248;22;"Monthly Issuance";950429;"Domazlice";"west Bohemia";58400;65;16;4;1;6;52.4;8620;1.1;1.25;100;1089;1117
1249;67;"Monthly Issuance";950330;"Bruntal";"north Moravia";106054;38;25;6;2;6;63.1;8110;5.77;6.55;109;3244;3079
1250;62;"Monthly Issuance";960328;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;1.29;1.86;109;2719;2906
1251;34;"Weekly Issuance";950718;"Chomutov";"north Bohemia";125236;28;11;1;4;5;87.7;9675;6.43;7.68;100;5323;5190
1252;13;"Weekly Issuance";950726;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;41.3;8598;2.77;3.26;123;1597;1875
1253;5;"Monthly Issuance";970413;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040
1254;74;"Monthly Issuance";950328;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1255;68;"Monthly Issuance";970702;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1256;38;"Monthly Issuance";940421;"Louny";"north Bohemia";85852;41;23;4;2;4;59.8;8965;7.08;8.23;104;2653;2822
1257;66;"Monthly Issuance";951011;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;3.51;4.12;102;2247;2103
1258;3;"Monthly Issuance";960901;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813
1259;72;"Monthly Issuance";970412;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208
1260;5;"Monthly Issuance";961117;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040
1261;52;"Monthly Issuance";950318;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799
1262;29;"Monthly Issuance";970119;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;2.82;3.6;113;818;888
1263;30;"Weekly Issuance";960109;"Sokolov";"west Bohemia";94812;15;13;8;2;10;81.8;9650;3.38;3.67;100;2985;2804
1264;1;"Monthly Issuance";970216;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1265;49;"Monthly Issuance";960225;"Semily";"east Bohemia";75685;31;28;5;1;9;60.8;8208;1.89;2.26;155;1660;2123
1266;57;"Monthly Issuance";960701;"Hodonin";"south Moravia";161954;21;37;20;3;8;48.0;8720;3.73;4.5;116;3729;3651
1267;43;"Monthly Issuance";960805;"Hradec Kralove";"east Bohemia";161854;73;21;6;1;6;76.3;9425;1.72;2.5;125;4085;3891
1268;74;"Monthly Issuance";930725;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1269;52;"Monthly Issuance";940328;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799
1270;55;"Issuance After Transaction";960607;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894
1271;17;"Monthly Issuance";960618;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181
1272;40;"Weekly Issuance";930525;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;6.49;7.07;97;6949;6872
1273;37;"Monthly Issuance";940325;"Litomerice";"north Bohemia";114006;71;26;6;2;9;62.3;9065;4.46;5.39;123;4147;4166
1274;54;"Weekly Issuance";960819;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696
1275;32;"Monthly Issuance";960626;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505
1276;36;"Monthly Issuance";930107;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;3.33;4.28;131;5796;6132
1277;31;"Monthly Issuance";930620;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;3.52;4.2;108;1328;1452
1279;28;"Monthly Issuance";971013;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525
1280;70;"Monthly Issuance";950503;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108
1281;8;"Monthly Issuance";970414;"Mlada Boleslav";"central Bohemia";112065;95;19;7;1;8;69.4;11277;1.25;1.44;127;5179;4987
1284;55;"Monthly Issuance";970702;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894
1285;65;"Monthly Issuance";930604;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718
1286;66;"Issuance After Transaction";931123;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;3.51;4.12;102;2247;2103
1287;35;"Monthly Issuance";950304;"Jablonec n. Nisou";"north Bohemia";88768;10;18;5;1;7;80.5;8867;1.02;1.21;130;3384;3620
1288;11;"Monthly Issuance";931127;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529
1289;72;"Monthly Issuance";960707;"Olomouc";"north Moravia";226122;32;50;7;4;4;62.6;8994;3.8;4.79;110;9672;9208
1291;1;"Monthly Issuance";940704;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1292;3;"Monthly Issuance";940903;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813
1293;40;"Monthly Issuance";960903;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;6.49;7.07;97;6949;6872
1294;71;"Monthly Issuance";941127;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;5.93;5.57;102;4980;4595
1295;15;"Monthly Issuance";941028;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879
1296;50;"Monthly Issuance";961202;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134
1297;70;"Monthly Issuance";930727;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108
1298;7;"Monthly Issuance";960120;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846
1299;1;"Monthly Issuance";930621;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1301;18;"Monthly Issuance";940915;"Pisek";"south Bohemia";70699;60;13;2;1;4;65.3;8968;2.83;3.35;131;1740;1910
1302;55;"Monthly Issuance";931121;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894
1303;23;"Monthly Issuance";970908;"Cheb";"west Bohemia";87419;21;11;4;3;9;85.5;8624;1.79;2.66;102;2879;3198
1304;40;"Monthly Issuance";960427;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;6.49;7.07;97;6949;6872
1305;57;"Monthly Issuance";930825;"Hodonin";"south Moravia";161954;21;37;20;3;8;48.0;8720;3.73;4.5;116;3729;3651
1306;1;"Monthly Issuance";950322;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1307;56;"Monthly Issuance";941205;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158
1308;54;"Monthly Issuance";960925;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696
1309;1;"Monthly Issuance";950415;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1310;1;"Monthly Issuance";960222;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1311;60;"Monthly Issuance";960103;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;3.45;4.48;115;1879;2252
1312;23;"Monthly Issuance";941015;"Cheb";"west Bohemia";87419;21;11;4;3;9;85.5;8624;1.79;2.66;102;2879;3198
1313;45;"Monthly Issuance";971001;"Jicin";"east Bohemia";77917;85;19;6;1;5;53.5;8390;2.28;2.89;132;2080;2122
1314;48;"Monthly Issuance";931203;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;1.78;2.44;124;1655;1717
1315;13;"Monthly Issuance";950417;"Rakovnik";"central Bohemia";53921;61;22;1;1;2;41.3;8598;2.77;3.26;123;1597;1875
1316;42;"Monthly Issuance";961213;"Havlickuv Brod";"east Bohemia";95907;87;25;5;2;7;59.1;8388;2.41;2.94;87;1658;1668
1317;56;"Monthly Issuance";940218;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158
1318;56;"Monthly Issuance";971222;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158
1319;56;"Issuance After Transaction";970808;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158
1320;58;"Monthly Issuance";961118;"Jihlava";"south Moravia";109164;98;16;6;1;4;63.6;8757;3.38;3.95;96;2212;2471
1321;60;"Monthly Issuance";970327;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;3.45;4.48;115;1879;2252
1322;17;"Monthly Issuance";930705;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181
1323;43;"Monthly Issuance";960520;"Hradec Kralove";"east Bohemia";161854;73;21;6;1;6;76.3;9425;1.72;2.5;125;4085;3891
1324;42;"Monthly Issuance";961105;"Havlickuv Brod";"east Bohemia";95907;87;25;5;2;7;59.1;8388;2.41;2.94;87;1658;1668
1325;26;"Monthly Issuance";960808;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;2.64;3.09;131;6041;6261
1326;52;"Monthly Issuance";961111;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799
1327;65;"Monthly Issuance";940824;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718
1328;8;"Monthly Issuance";960504;"Mlada Boleslav";"central Bohemia";112065;95;19;7;1;8;69.4;11277;1.25;1.44;127;5179;4987
1329;53;"Monthly Issuance";960916;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1330;68;"Monthly Issuance";961022;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1331;59;"Monthly Issuance";950103;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;3.24;3.47;106;2595;2305
1332;59;"Monthly Issuance";930325;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;3.24;3.47;106;2595;2305
1333;21;"Monthly Issuance";940929;"Tabor";"south Bohemia";103347;87;16;7;1;7;67.0;9104;1.51;2.07;123;2299;2354
1334;74;"Monthly Issuance";930514;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1335;54;"Monthly Issuance";950921;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696
1336;5;"Monthly Issuance";970226;"Kolin";"central Bohemia";95616;65;30;4;1;6;51.4;9307;3.85;4.43;118;2616;3040
1337;23;"Monthly Issuance";930901;"Cheb";"west Bohemia";87419;21;11;4;3;9;85.5;8624;1.79;2.66;102;2879;3198
1338;74;"Monthly Issuance";930111;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1339;76;"Monthly Issuance";970706;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807
1340;52;"Monthly Issuance";971028;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799
1341;36;"Monthly Issuance";951121;"Liberec";"north Bohemia";159617;29;19;8;1;9;85.2;9198;3.33;4.28;131;5796;6132
1342;9;"Monthly Issuance";971009;"Nymburk";"central Bohemia";81344;61;23;4;2;6;55.3;8899;3.39;3.97;149;2987;2487
1344;12;"Issuance After Transaction";950716;"Pribram";"central Bohemia";107870;84;29;6;1;6;58.0;8754;3.83;4.31;137;3804;3868
1345;28;"Monthly Issuance";931019;"Plzen - sever";"west Bohemia";72541;66;26;10;0;8;36.9;8594;1.62;2.01;112;1580;1525
1346;74;"Monthly Issuance";970701;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1347;8;"Monthly Issuance";961124;"Mlada Boleslav";"central Bohemia";112065;95;19;7;1;8;69.4;11277;1.25;1.44;127;5179;4987
1348;55;"Monthly Issuance";971112;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894
1349;75;"Monthly Issuance";960305;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;5.38;5.66;99;4063;4505
1350;21;"Weekly Issuance";960825;"Tabor";"south Bohemia";103347;87;16;7;1;7;67.0;9104;1.51;2.07;123;2299;2354
1351;40;"Monthly Issuance";960329;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;6.49;7.07;97;6949;6872
1352;1;"Monthly Issuance";940923;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1353;51;"Monthly Issuance";940421;"Trutnov";"east Bohemia";121947;37;28;7;3;11;70.5;8541;2.51;2.97;131;3496;3839
1354;31;"Monthly Issuance";970621;"Tachov";"west Bohemia";51313;34;12;3;1;4;59.2;8930;3.52;4.2;108;1328;1452
1355;1;"Monthly Issuance";970816;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1356;39;"Monthly Issuance";970201;"Most";"north Bohemia";119895;17;4;3;2;4;89.9;10446;7.34;9.4;90;4947;4743
1357;56;"Monthly Issuance";951120;"Breclav";"south Moravia";124605;11;42;14;1;8;46.0;8772;4.69;4.98;126;2854;3158
1358;39;"Monthly Issuance";960421;"Most";"north Bohemia";119895;17;4;3;2;4;89.9;10446;7.34;9.4;90;4947;4743
1359;8;"Monthly Issuance";931202;"Mlada Boleslav";"central Bohemia";112065;95;19;7;1;8;69.4;11277;1.25;1.44;127;5179;4987
1360;71;"Monthly Issuance";940814;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;5.93;5.57;102;4980;4595
1361;46;"Monthly Issuance";961209;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;1.79;2.31;117;2854;2618
1362;1;"Monthly Issuance";961219;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1363;11;"Monthly Issuance";970323;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529
1365;42;"Monthly Issuance";960315;"Havlickuv Brod";"east Bohemia";95907;87;25;5;2;7;59.1;8388;2.41;2.94;87;1658;1668
1366;60;"Monthly Issuance";930224;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;3.45;4.48;115;1879;2252
1367;74;"Monthly Issuance";960820;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1368;22;"Monthly Issuance";961212;"Domazlice";"west Bohemia";58400;65;16;4;1;6;52.4;8620;1.1;1.25;100;1089;1117
1369;32;"Monthly Issuance";960323;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505
1370;52;"Monthly Issuance";960925;"Usti nad Orlici";"east Bohemia";139012;59;41;8;3;10;61.9;8363;2.52;3.49;108;2564;2799
1371;1;"Monthly Issuance";940427;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1372;1;"Monthly Issuance";930316;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1373;47;"Monthly Issuance";930612;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410
1374;53;"Monthly Issuance";960926;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1375;19;"Monthly Issuance";940427;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099
1376;64;"Monthly Issuance";950920;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;1.6;2.31;145;4484;4265
1377;1;"Monthly Issuance";960925;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1378;59;"Monthly Issuance";930304;"Kromeriz";"south Moravia";108871;41;29;7;2;6;62.1;8444;3.24;3.47;106;2595;2305
1379;47;"Monthly Issuance";971001;"Pardubice";"east Bohemia";162580;83;26;5;1;6;72.8;9538;1.51;1.81;111;6079;5410
1380;53;"Monthly Issuance";960219;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1381;57;"Monthly Issuance";931101;"Hodonin";"south Moravia";161954;21;37;20;3;8;48.0;8720;3.73;4.5;116;3729;3651
1382;48;"Monthly Issuance";930803;"Rychnov nad Kneznou";"east Bohemia";78955;50;24;8;1;9;59.0;9060;1.78;2.44;124;1655;1717
1383;11;"Monthly Issuance";960415;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529
1384;74;"Weekly Issuance";960328;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1385;53;"Monthly Issuance";970508;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1387;67;"Monthly Issuance";970101;"Bruntal";"north Moravia";106054;38;25;6;2;6;63.1;8110;5.77;6.55;109;3244;3079
1388;29;"Monthly Issuance";940502;"Rokycany";"west Bohemia";45714;52;10;5;1;6;55.6;8843;2.82;3.6;113;818;888
1389;34;"Monthly Issuance";970805;"Chomutov";"north Bohemia";125236;28;11;1;4;5;87.7;9675;6.43;7.68;100;5323;5190
1390;69;"Monthly Issuance";961230;"Jesenik";"north Moravia";42821;4;13;5;1;3;48.4;8173;0.0;7.01;124;0;1358
1391;15;"Monthly Issuance";961221;"Cesky Krumlov";"south Bohemia";58796;22;16;7;1;5;51.9;9045;3.13;3.6;124;1845;1879
1392;60;"Monthly Issuance";930428;"Prostejov";"south Moravia";110643;49;41;4;1;4;51.9;8441;3.45;4.48;115;1879;2252
1393;1;"Monthly Issuance";961124;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1394;32;"Monthly Issuance";941227;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505
1395;1;"Monthly Issuance";951121;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1396;46;"Monthly Issuance";960626;"Nachod";"east Bohemia";112709;48;20;7;3;10;73.5;8369;1.79;2.31;117;2854;2618
1397;17;"Monthly Issuance";930322;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181
1398;62;"Monthly Issuance";940818;"Uherske Hradiste";"south Moravia";145688;22;41;13;2;5;40.7;8544;1.29;1.86;109;2719;2906
1399;45;"Monthly Issuance";960520;"Jicin";"east Bohemia";77917;85;19;6;1;5;53.5;8390;2.28;2.89;132;2080;2122
1401;1;"Monthly Issuance";930812;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1402;74;"Monthly Issuance";930326;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1403;17;"Monthly Issuance";951102;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181
1404;7;"Weekly Issuance";930922;"Melnik";"central Bohemia";94725;38;28;1;3;6;63.4;9920;2.26;2.87;130;4289;4846
1405;53;"Monthly Issuance";960604;"Blansko";"south Moravia";107911;88;33;6;2;7;50.9;8240;2.53;3.56;99;1850;1903
1406;50;"Monthly Issuance";940304;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134
1407;19;"Issuance After Transaction";970411;"Prachatice";"south Bohemia";51428;50;11;3;1;4;52.7;8402;3.13;3.98;120;999;1099
1408;10;"Monthly Issuance";960907;"Praha - vychod";"central Bohemia";92084;55;29;4;3;5;46.7;10124;0.56;0.54;141;3810;4316
1410;74;"Monthly Issuance";930911;"Ostrava - mesto";"north Moravia";323870;0;0;0;1;1;100.0;10673;4.75;5.44;100;18782;18347
1411;54;"Monthly Issuance";930709;"Brno - mesto";"south Moravia";387570;0;0;0;1;1;100.0;9897;1.6;1.96;140;18721;18696
1412;64;"Monthly Issuance";930518;"Zlin";"south Moravia";197099;29;41;10;2;10;74.7;9624;1.6;2.31;145;4484;4265
1413;65;"Monthly Issuance";950607;"Znojmo";"south Moravia";114200;101;41;4;1;4;43.7;8403;5.74;5.72;105;2157;2718
1414;58;"Monthly Issuance";950117;"Jihlava";"south Moravia";109164;98;16;6;1;4;63.6;8757;3.38;3.95;96;2212;2471
1416;66;"Weekly Issuance";930712;"Zdar nad Sazavou";"south Moravia";125832;151;41;2;3;5;48.3;8512;3.51;4.12;102;2247;2103
1417;75;"Monthly Issuance";941220;"Prerov";"north Moravia";138032;67;30;4;2;5;64.6;8819;5.38;5.66;99;4063;4505
1418;35;"Monthly Issuance";970209;"Jablonec n. Nisou";"north Bohemia";88768;10;18;5;1;7;80.5;8867;1.02;1.21;130;3384;3620
1419;33;"Monthly Issuance";931222;"Decin";"north Bohemia";133777;24;17;7;3;11;84.7;8705;5.75;7.61;116;4650;4859
1420;68;"Monthly Issuance";950608;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1421;71;"Monthly Issuance";941005;"Novy Jicin";"north Moravia";161227;5;35;11;4;10;69.7;8678;5.93;5.57;102;4980;4595
1422;68;"Monthly Issuance";930409;"Frydek - Mistek";"north Moravia";228848;15;40;18;2;6;57.2;9893;4.09;4.72;96;5623;5887
1423;76;"Monthly Issuance";950908;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807
1424;32;"Monthly Issuance";970520;"Ceska Lipa";"north Bohemia";105058;32;19;7;2;10;81.0;9272;2.8;3.22;118;4340;4505
1425;76;"Monthly Issuance";930706;"Sumperk";"north Moravia";127369;31;32;13;2;7;51.2;8369;4.73;5.88;107;3736;2807
1426;40;"Monthly Issuance";951027;"Teplice";"north Bohemia";128118;9;16;6;3;8;85.3;9317;6.49;7.07;97;6949;6872
1427;17;"Monthly Issuance";951008;"Pelhrimov";"south Bohemia";74062;99;15;4;2;7;61.4;8114;2.38;2.62;119;1003;1181
1429;57;"Monthly Issuance";930730;"Hodonin";"south Moravia";161954;21;37;20;3;8;48.0;8720;3.73;4.5;116;3729;3651
1430;26;"Monthly Issuance";970213;"Plzen - mesto";"west Bohemia";170449;0;0;0;1;1;100.0;10787;2.64;3.09;131;6041;6261
1431;41;"Monthly Issuance";960611;"Usti nad Labem";"north Bohemia";118650;8;8;5;1;3;85.6;9832;3.32;4.48;114;6445;5471
1432;27;"Monthly Issuance";970719;"Plzen - jih";"west Bohemia";67298;71;19;10;0;7;43.8;8561;0.65;1.29;110;1029;1127
1434;70;"Monthly Issuance";970808;"Karvina";"north Moravia";285387;0;2;8;5;7;89.9;10177;6.63;7.75;81;9878;10108
1435;1;"Monthly Issuance";961201;"Hl.m. Praha";"Prague";1204953;0;0;0;1;1;100.0;12541;0.29;0.43;167;85677;99107
1436;3;"Monthly Issuance";941207;"Beroun";"central Bohemia";75232;55;26;4;1;5;41.7;8980;1.95;2.21;111;2824;2813
1437;50;"Monthly Issuance";950113;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134
1438;23;"Weekly Issuance";970918;"Cheb";"west Bohemia";87419;21;11;4;3;9;85.5;8624;1.79;2.66;102;2879;3198
1439;11;"Monthly Issuance";960127;"Praha - zapad";"central Bohemia";75637;35;36;9;0;7;36.5;9622;0.45;0.59;154;3475;3529
1440;55;"Monthly Issuance";930922;"Brno - venkov";"south Moravia";157042;49;70;18;0;9;33.9;8743;1.88;2.43;111;3659;3894
1441;50;"Monthly Issuance";941025;"Svitavy";"east Bohemia";102609;75;33;2;3;6;52.0;8187;4.83;5.45;94;2123;2134
